representation,weighting,bin_x_center_km,bin_y_center_km,probability_mass
centered,equal_state,-975.0,-1025.0,0.0
centered,equal_state,-925.0,-1025.0,0.0
centered,equal_state,-875.0,-1025.0,0.0
centered,equal_state,-825.0,-1025.0,0.0
centered,equal_state,-775.0,-1025.0,0.0
centered,equal_state,-725.0,-1025.0,0.0
centered,equal_state,-675.0,-1025.0,0.0
centered,equal_state,-625.0,-1025.0,0.0
centered,equal_state,-575.0,-1025.0,0.0
centered,equal_state,-525.0,-1025.0,0.0
centered,equal_state,-475.0,-1025.0,2.7117234366180717e-05
centered,equal_state,-425.0,-1025.0,0.0002623206001014223
centered,equal_state,-375.0,-1025.0,0.000449292715823577
centered,equal_state,-325.0,-1025.0,0.0006458423050914193
centered,equal_state,-275.0,-1025.0,0.0005550984388366939
centered,equal_state,-225.0,-1025.0,0.0005216019378552126
centered,equal_state,-175.0,-1025.0,0.000405037446588185
centered,equal_state,-125.0,-1025.0,0.0003872694387102874
centered,equal_state,-75.0,-1025.0,0.00031131745478453157
centered,equal_state,-25.0,-1025.0,0.00027417626307196975
centered,equal_state,25.0,-1025.0,0.00023798901334800407
centered,equal_state,75.0,-1025.0,0.0002837766744916493
centered,equal_state,125.0,-1025.0,0.0003188619067767907
centered,equal_state,175.0,-1025.0,0.0003134074056023551
centered,equal_state,225.0,-1025.0,0.000348859583959204
centered,equal_state,275.0,-1025.0,0.0004278983897715751
centered,equal_state,325.0,-1025.0,0.0004553009981862071
centered,equal_state,375.0,-1025.0,0.00038924381281038405
centered,equal_state,425.0,-1025.0,0.0002288481205986264
centered,equal_state,475.0,-1025.0,2.669517848300698e-06
centered,equal_state,525.0,-1025.0,0.0
centered,equal_state,575.0,-1025.0,0.0
centered,equal_state,625.0,-1025.0,0.0
centered,equal_state,675.0,-1025.0,0.0
centered,equal_state,725.0,-1025.0,0.0
centered,equal_state,775.0,-1025.0,0.0
centered,equal_state,825.0,-1025.0,0.0
centered,equal_state,875.0,-1025.0,0.0
centered,equal_state,925.0,-1025.0,0.0
centered,equal_state,975.0,-1025.0,0.0
centered,equal_state,1025.0,-1025.0,0.0
centered,equal_state,1075.0,-1025.0,0.0
centered,equal_state,-1075.0,-975.0,0.0
centered,equal_state,-1025.0,-975.0,0.0
centered,equal_state,-975.0,-975.0,0.0
centered,equal_state,-925.0,-975.0,0.0
centered,equal_state,-875.0,-975.0,0.0
centered,equal_state,-825.0,-975.0,0.0
centered,equal_state,-775.0,-975.0,0.0
centered,equal_state,-725.0,-975.0,0.0
centered,equal_state,-675.0,-975.0,0.0
centered,equal_state,-625.0,-975.0,0.0
centered,equal_state,-575.0,-975.0,2.255304141064414e-07
centered,equal_state,-525.0,-975.0,0.0002878402892122989
centered,equal_state,-475.0,-975.0,0.0007333075557992408
centered,equal_state,-425.0,-975.0,0.0006826191653883268
centered,equal_state,-375.0,-975.0,0.00047402296421107995
centered,equal_state,-325.0,-975.0,0.0003800263922298193
centered,equal_state,-275.0,-975.0,0.00038504235251373613
centered,equal_state,-225.0,-975.0,0.00044039831524472843
centered,equal_state,-175.0,-975.0,0.00027485978632860647
centered,equal_state,-125.0,-975.0,0.0002526664975155951
centered,equal_state,-75.0,-975.0,0.00021624610233564453
centered,equal_state,-25.0,-975.0,0.00018788333590741196
centered,equal_state,25.0,-975.0,0.00018095970322483683
centered,equal_state,75.0,-975.0,0.00021029134228844296
centered,equal_state,125.0,-975.0,0.00019291792141808966
centered,equal_state,175.0,-975.0,0.00021991611601345537
centered,equal_state,225.0,-975.0,0.0002751906646293796
centered,equal_state,275.0,-975.0,0.00029074143026895714
centered,equal_state,325.0,-975.0,0.0003230091263624412
centered,equal_state,375.0,-975.0,0.0004077089494936661
centered,equal_state,425.0,-975.0,0.0004079066257946778
centered,equal_state,475.0,-975.0,0.000406435868861438
centered,equal_state,525.0,-975.0,0.00020227669708877837
centered,equal_state,575.0,-975.0,1.7467598992125986e-07
centered,equal_state,625.0,-975.0,0.0
centered,equal_state,675.0,-975.0,0.0
centered,equal_state,725.0,-975.0,0.0
centered,equal_state,775.0,-975.0,0.0
centered,equal_state,825.0,-975.0,0.0
centered,equal_state,875.0,-975.0,0.0
centered,equal_state,925.0,-975.0,0.0
centered,equal_state,975.0,-975.0,0.0
centered,equal_state,1025.0,-975.0,0.0
centered,equal_state,1075.0,-975.0,0.0
centered,equal_state,-1075.0,-925.0,0.0
centered,equal_state,-1025.0,-925.0,0.0
centered,equal_state,-975.0,-925.0,0.0
centered,equal_state,-925.0,-925.0,0.0
centered,equal_state,-875.0,-925.0,0.0
centered,equal_state,-825.0,-925.0,0.0
centered,equal_state,-775.0,-925.0,0.0
centered,equal_state,-725.0,-925.0,0.0
centered,equal_state,-675.0,-925.0,0.0
centered,equal_state,-625.0,-925.0,0.00011380180133901979
centered,equal_state,-575.0,-925.0,0.0006219493908527896
centered,equal_state,-525.0,-925.0,0.000780196932426676
centered,equal_state,-475.0,-925.0,0.000510424702179468
centered,equal_state,-425.0,-925.0,0.00042607354223858195
centered,equal_state,-375.0,-925.0,0.00044797105556492004
centered,equal_state,-325.0,-925.0,0.0003451984534167687
centered,equal_state,-275.0,-925.0,0.00030341053562478107
centered,equal_state,-225.0,-925.0,0.00029454714025022065
centered,equal_state,-175.0,-925.0,0.00024168121748812673
centered,equal_state,-125.0,-925.0,0.00018305376105217836
centered,equal_state,-75.0,-925.0,0.00016817340155176783
centered,equal_state,-25.0,-925.0,0.00012922458916109344
centered,equal_state,25.0,-925.0,0.000123397898830941
centered,equal_state,75.0,-925.0,0.0001400288602044804
centered,equal_state,125.0,-925.0,0.0001391902496967323
centered,equal_state,175.0,-925.0,0.000153302234788811
centered,equal_state,225.0,-925.0,0.00017090882357468555
centered,equal_state,275.0,-925.0,0.00019474304373038757
centered,equal_state,325.0,-925.0,0.00022251190167698056
centered,equal_state,375.0,-925.0,0.0002596159632109834
centered,equal_state,425.0,-925.0,0.0002921538719050787
centered,equal_state,475.0,-925.0,0.00030074480926373917
centered,equal_state,525.0,-925.0,0.00040107197478892175
centered,equal_state,575.0,-925.0,0.0003421117455736183
centered,equal_state,625.0,-925.0,0.00011741042844604447
centered,equal_state,675.0,-925.0,0.0
centered,equal_state,725.0,-925.0,0.0
centered,equal_state,775.0,-925.0,0.0
centered,equal_state,825.0,-925.0,0.0
centered,equal_state,875.0,-925.0,0.0
centered,equal_state,925.0,-925.0,0.0
centered,equal_state,975.0,-925.0,0.0
centered,equal_state,1025.0,-925.0,0.0
centered,equal_state,1075.0,-925.0,0.0
centered,equal_state,-1075.0,-875.0,0.0
centered,equal_state,-1025.0,-875.0,0.0
centered,equal_state,-975.0,-875.0,0.0
centered,equal_state,-925.0,-875.0,0.0
centered,equal_state,-875.0,-875.0,0.0
centered,equal_state,-825.0,-875.0,0.0
centered,equal_state,-775.0,-875.0,0.0
centered,equal_state,-725.0,-875.0,0.0
centered,equal_state,-675.0,-875.0,0.0004468673744898559
centered,equal_state,-625.0,-875.0,0.000791099163194353
centered,equal_state,-575.0,-875.0,0.0005054209155026527
centered,equal_state,-525.0,-875.0,0.0003606318194440048
centered,equal_state,-475.0,-875.0,0.0003143888329620765
centered,equal_state,-425.0,-875.0,0.0002735497646385369
centered,equal_state,-375.0,-875.0,0.0002406773261337763
centered,equal_state,-325.0,-875.0,0.00025323190093253965
centered,equal_state,-275.0,-875.0,0.0002336467501376557
centered,equal_state,-225.0,-875.0,0.00019677748478740602
centered,equal_state,-175.0,-875.0,0.00015868087800261147
centered,equal_state,-125.0,-875.0,0.0001397791179199036
centered,equal_state,-75.0,-875.0,0.00012819284600358526
centered,equal_state,-25.0,-875.0,0.00013154732936920612
centered,equal_state,25.0,-875.0,0.0001339197515235751
centered,equal_state,75.0,-875.0,0.0001269042063030352
centered,equal_state,125.0,-875.0,0.00014364633804584315
centered,equal_state,175.0,-875.0,0.00015212367153293862
centered,equal_state,225.0,-875.0,0.0001314198457827625
centered,equal_state,275.0,-875.0,0.00017188603734442985
centered,equal_state,325.0,-875.0,0.00023364304188208839
centered,equal_state,375.0,-875.0,0.00024410924927582657
centered,equal_state,425.0,-875.0,0.0001996142214953777
centered,equal_state,475.0,-875.0,0.00022456120226120441
centered,equal_state,525.0,-875.0,0.00027770718003329635
centered,equal_state,575.0,-875.0,0.0003307246863398982
centered,equal_state,625.0,-875.0,0.0004322326185359799
centered,equal_state,675.0,-875.0,0.00017094020361570255
centered,equal_state,725.0,-875.0,0.0
centered,equal_state,775.0,-875.0,0.0
centered,equal_state,825.0,-875.0,0.0
centered,equal_state,875.0,-875.0,0.0
centered,equal_state,925.0,-875.0,0.0
centered,equal_state,975.0,-875.0,0.0
centered,equal_state,1025.0,-875.0,0.0
centered,equal_state,1075.0,-875.0,0.0
centered,equal_state,-1075.0,-825.0,0.0
centered,equal_state,-1025.0,-825.0,0.0
centered,equal_state,-975.0,-825.0,0.0
centered,equal_state,-925.0,-825.0,0.0
centered,equal_state,-875.0,-825.0,0.0
centered,equal_state,-825.0,-825.0,0.0
centered,equal_state,-775.0,-825.0,4.2758979874407015e-06
centered,equal_state,-725.0,-825.0,0.00047747721682273833
centered,equal_state,-675.0,-825.0,0.0006605057718801421
centered,equal_state,-625.0,-825.0,0.00047520299360959806
centered,equal_state,-575.0,-825.0,0.0003900604028176485
centered,equal_state,-525.0,-825.0,0.000289906056999465
centered,equal_state,-475.0,-825.0,0.0002269633089327279
centered,equal_state,-425.0,-825.0,0.00022335652504707545
centered,equal_state,-375.0,-825.0,0.0002707607577100137
centered,equal_state,-325.0,-825.0,0.00022013755740734472
centered,equal_state,-275.0,-825.0,0.00017733046761835315
centered,equal_state,-225.0,-825.0,0.0001528667025921031
centered,equal_state,-175.0,-825.0,0.00011920278866980258
centered,equal_state,-125.0,-825.0,0.0001029678654662623
centered,equal_state,-75.0,-825.0,0.00011144552965962587
centered,equal_state,-25.0,-825.0,0.00010452976949864612
centered,equal_state,25.0,-825.0,0.00016104674635399825
centered,equal_state,75.0,-825.0,9.166016502138942e-05
centered,equal_state,125.0,-825.0,0.00014853177398558464
centered,equal_state,175.0,-825.0,0.0001489366767942634
centered,equal_state,225.0,-825.0,0.00013492528142821506
centered,equal_state,275.0,-825.0,0.0001314038185419808
centered,equal_state,325.0,-825.0,0.00012082183063834427
centered,equal_state,375.0,-825.0,0.00013289729200977572
centered,equal_state,425.0,-825.0,0.00014401113126486057
centered,equal_state,475.0,-825.0,0.00016497601570852771
centered,equal_state,525.0,-825.0,0.0001954862712047169
centered,equal_state,575.0,-825.0,0.0002206775058224333
centered,equal_state,625.0,-825.0,0.00025411277308112713
centered,equal_state,675.0,-825.0,0.00035197171181803867
centered,equal_state,725.0,-825.0,0.0002698398720087289
centered,equal_state,775.0,-825.0,1.9896567413702411e-07
centered,equal_state,825.0,-825.0,0.0
centered,equal_state,875.0,-825.0,0.0
centered,equal_state,925.0,-825.0,0.0
centered,equal_state,975.0,-825.0,0.0
centered,equal_state,1025.0,-825.0,0.0
centered,equal_state,1075.0,-825.0,0.0
centered,equal_state,-1075.0,-775.0,0.0
centered,equal_state,-1025.0,-775.0,0.0
centered,equal_state,-975.0,-775.0,0.0
centered,equal_state,-925.0,-775.0,0.0
centered,equal_state,-875.0,-775.0,0.0
centered,equal_state,-825.0,-775.0,9.52810759468586e-06
centered,equal_state,-775.0,-775.0,0.0005363879490604644
centered,equal_state,-725.0,-775.0,0.0006776532787200075
centered,equal_state,-675.0,-775.0,0.00045866563610542753
centered,equal_state,-625.0,-775.0,0.000358221323980825
centered,equal_state,-575.0,-775.0,0.00026543738616236834
centered,equal_state,-525.0,-775.0,0.0002343979692681945
centered,equal_state,-475.0,-775.0,0.00022759508484294775
centered,equal_state,-425.0,-775.0,0.00020764214431959424
centered,equal_state,-375.0,-775.0,0.0001865183284579213
centered,equal_state,-325.0,-775.0,0.00014270273710515022
centered,equal_state,-275.0,-775.0,0.00011461314767490073
centered,equal_state,-225.0,-775.0,0.0001056229703344726
centered,equal_state,-175.0,-775.0,0.00012465526693109465
centered,equal_state,-125.0,-775.0,9.728407193976733e-05
centered,equal_state,-75.0,-775.0,0.00011772033373912697
centered,equal_state,-25.0,-775.0,8.984017863988745e-05
centered,equal_state,25.0,-775.0,9.233014835264518e-05
centered,equal_state,75.0,-775.0,9.217484232487154e-05
centered,equal_state,125.0,-775.0,8.992507367522578e-05
centered,equal_state,175.0,-775.0,8.931527001136992e-05
centered,equal_state,225.0,-775.0,0.00017320493110006518
centered,equal_state,275.0,-775.0,0.00010915928192921995
centered,equal_state,325.0,-775.0,9.806968900102247e-05
centered,equal_state,375.0,-775.0,0.00010223873290074952
centered,equal_state,425.0,-775.0,0.00011508126352826458
centered,equal_state,475.0,-775.0,0.00012597068254251208
centered,equal_state,525.0,-775.0,0.00017942753806794647
centered,equal_state,575.0,-775.0,0.00022272339881441696
centered,equal_state,625.0,-775.0,0.00019085582647806332
centered,equal_state,675.0,-775.0,0.00023994756239302637
centered,equal_state,725.0,-775.0,0.00025515924104990164
centered,equal_state,775.0,-775.0,0.00027209921008067875
centered,equal_state,825.0,-775.0,1.0811298859030712e-06
centered,equal_state,875.0,-775.0,0.0
centered,equal_state,925.0,-775.0,0.0
centered,equal_state,975.0,-775.0,0.0
centered,equal_state,1025.0,-775.0,0.0
centered,equal_state,1075.0,-775.0,0.0
centered,equal_state,-1075.0,-725.0,0.0
centered,equal_state,-1025.0,-725.0,0.0
centered,equal_state,-975.0,-725.0,0.0
centered,equal_state,-925.0,-725.0,0.0
centered,equal_state,-875.0,-725.0,0.0
centered,equal_state,-825.0,-725.0,0.0005436844111589431
centered,equal_state,-775.0,-725.0,0.0007236124294201724
centered,equal_state,-725.0,-725.0,0.000516343928718537
centered,equal_state,-675.0,-725.0,0.0004362673269053089
centered,equal_state,-625.0,-725.0,0.0003019772111312915
centered,equal_state,-575.0,-725.0,0.00020337558191246534
centered,equal_state,-525.0,-725.0,0.00021205257715506892
centered,equal_state,-475.0,-725.0,0.00020992658448903295
centered,equal_state,-425.0,-725.0,0.00017083418199368236
centered,equal_state,-375.0,-725.0,0.0001310960059735669
centered,equal_state,-325.0,-725.0,0.00019980769787683621
centered,equal_state,-275.0,-725.0,0.00014839714851595272
centered,equal_state,-225.0,-725.0,9.287387957767892e-05
centered,equal_state,-175.0,-725.0,8.309265486841e-05
centered,equal_state,-125.0,-725.0,7.796522517212136e-05
centered,equal_state,-75.0,-725.0,0.000208007391985608
centered,equal_state,-25.0,-725.0,9.028469530476222e-05
centered,equal_state,25.0,-725.0,8.583004216612501e-05
centered,equal_state,75.0,-725.0,8.748143882032187e-05
centered,equal_state,125.0,-725.0,8.214374528828031e-05
centered,equal_state,175.0,-725.0,9.276907864040782e-05
centered,equal_state,225.0,-725.0,0.00012680187785147248
centered,equal_state,275.0,-725.0,9.548989212462178e-05
centered,equal_state,325.0,-725.0,9.796950861199753e-05
centered,equal_state,375.0,-725.0,0.00010505792991647471
centered,equal_state,425.0,-725.0,0.00011894040585093214
centered,equal_state,475.0,-725.0,0.00012005036737467948
centered,equal_state,525.0,-725.0,0.00014124715162661087
centered,equal_state,575.0,-725.0,0.0001750553537894782
centered,equal_state,625.0,-725.0,0.00018035475568668215
centered,equal_state,675.0,-725.0,0.0001758370285674156
centered,equal_state,725.0,-725.0,0.00022568872387275523
centered,equal_state,775.0,-725.0,0.0003292986047029119
centered,equal_state,825.0,-725.0,0.00015778091309033703
centered,equal_state,875.0,-725.0,0.0
centered,equal_state,925.0,-725.0,0.0
centered,equal_state,975.0,-725.0,0.0
centered,equal_state,1025.0,-725.0,0.0
centered,equal_state,1075.0,-725.0,0.0
centered,equal_state,-1075.0,-675.0,0.0
centered,equal_state,-1025.0,-675.0,0.0
centered,equal_state,-975.0,-675.0,0.0
centered,equal_state,-925.0,-675.0,0.0
centered,equal_state,-875.0,-675.0,0.00034134291654801176
centered,equal_state,-825.0,-675.0,0.0008173676151927182
centered,equal_state,-775.0,-675.0,0.0005579762102202385
centered,equal_state,-725.0,-675.0,0.00039169941013245124
centered,equal_state,-675.0,-675.0,0.0003258688781423964
centered,equal_state,-625.0,-675.0,0.00024066383658497389
centered,equal_state,-575.0,-675.0,0.00018151997725552026
centered,equal_state,-525.0,-675.0,0.00014406095650633044
centered,equal_state,-475.0,-675.0,0.0001425904605976924
centered,equal_state,-425.0,-675.0,0.0001452080214113035
centered,equal_state,-375.0,-675.0,0.00012289023436205175
centered,equal_state,-325.0,-675.0,0.00012083988817615603
centered,equal_state,-275.0,-675.0,0.00011355344873782983
centered,equal_state,-225.0,-675.0,9.179594057821315e-05
centered,equal_state,-175.0,-675.0,9.091702510106857e-05
centered,equal_state,-125.0,-675.0,8.350797226801992e-05
centered,equal_state,-75.0,-675.0,8.876028591358946e-05
centered,equal_state,-25.0,-675.0,0.00012137507347533759
centered,equal_state,25.0,-675.0,9.711268847351165e-05
centered,equal_state,75.0,-675.0,9.194578848799794e-05
centered,equal_state,125.0,-675.0,8.541926698674096e-05
centered,equal_state,175.0,-675.0,0.00010138731581500061
centered,equal_state,225.0,-675.0,0.00011202260218173386
centered,equal_state,275.0,-675.0,9.448052762823208e-05
centered,equal_state,325.0,-675.0,9.875709089301049e-05
centered,equal_state,375.0,-675.0,0.0001124990709479112
centered,equal_state,425.0,-675.0,0.00010511424955701806
centered,equal_state,475.0,-675.0,0.00010677198512727613
centered,equal_state,525.0,-675.0,0.00013580943480018061
centered,equal_state,575.0,-675.0,0.00014017932755749912
centered,equal_state,625.0,-675.0,0.0001613037075494766
centered,equal_state,675.0,-675.0,0.00023673141667760565
centered,equal_state,725.0,-675.0,0.0002014746459058717
centered,equal_state,775.0,-675.0,0.00022692278980826315
centered,equal_state,825.0,-675.0,0.0003108239729005861
centered,equal_state,875.0,-675.0,0.00013964306899588103
centered,equal_state,925.0,-675.0,0.0
centered,equal_state,975.0,-675.0,0.0
centered,equal_state,1025.0,-675.0,0.0
centered,equal_state,1075.0,-675.0,0.0
centered,equal_state,-1075.0,-625.0,0.0
centered,equal_state,-1025.0,-625.0,0.0
centered,equal_state,-975.0,-625.0,0.0
centered,equal_state,-925.0,-625.0,9.762502893945511e-05
centered,equal_state,-875.0,-625.0,0.0007036145151284965
centered,equal_state,-825.0,-625.0,0.000586777848642574
centered,equal_state,-775.0,-625.0,0.0003969318875044349
centered,equal_state,-725.0,-625.0,0.00027551273256725274
centered,equal_state,-675.0,-625.0,0.00022488736998466753
centered,equal_state,-625.0,-625.0,0.00019649394833426296
centered,equal_state,-575.0,-625.0,0.0001830590991704017
centered,equal_state,-525.0,-625.0,0.00015127898863767625
centered,equal_state,-475.0,-625.0,0.00013163021549378155
centered,equal_state,-425.0,-625.0,0.00011007435421565264
centered,equal_state,-375.0,-625.0,0.00013972578331394663
centered,equal_state,-325.0,-625.0,0.00012927263419620382
centered,equal_state,-275.0,-625.0,0.00011165018926140443
centered,equal_state,-225.0,-625.0,0.00010347613381082045
centered,equal_state,-175.0,-625.0,0.00010309933284781045
centered,equal_state,-125.0,-625.0,0.0001090877869657347
centered,equal_state,-75.0,-625.0,0.00011529291009437354
centered,equal_state,-25.0,-625.0,0.00011363933887786269
centered,equal_state,25.0,-625.0,0.00011856639309540776
centered,equal_state,75.0,-625.0,0.00010392437195965084
centered,equal_state,125.0,-625.0,0.00010368594360033305
centered,equal_state,175.0,-625.0,0.00014544028264989003
centered,equal_state,225.0,-625.0,0.00020989690087658942
centered,equal_state,275.0,-625.0,0.0001373531116958409
centered,equal_state,325.0,-625.0,0.00012672738277517097
centered,equal_state,375.0,-625.0,0.00011939187096800065
centered,equal_state,425.0,-625.0,9.933126726494733e-05
centered,equal_state,475.0,-625.0,9.939740192759004e-05
centered,equal_state,525.0,-625.0,0.00011644817989731347
centered,equal_state,575.0,-625.0,0.00020022204695876496
centered,equal_state,625.0,-625.0,0.00015894033007643512
centered,equal_state,675.0,-625.0,0.00017006282689802085
centered,equal_state,725.0,-625.0,0.00018155773550044735
centered,equal_state,775.0,-625.0,0.0002232200831293248
centered,equal_state,825.0,-625.0,0.0003059274987505611
centered,equal_state,875.0,-625.0,0.0003029798209401587
centered,equal_state,925.0,-625.0,8.853396799070203e-05
centered,equal_state,975.0,-625.0,0.0
centered,equal_state,1025.0,-625.0,0.0
centered,equal_state,1075.0,-625.0,0.0
centered,equal_state,-1075.0,-575.0,0.0
centered,equal_state,-1025.0,-575.0,0.0
centered,equal_state,-975.0,-575.0,3.969431389908754e-07
centered,equal_state,-925.0,-575.0,0.0007432145379493758
centered,equal_state,-875.0,-575.0,0.0005861943664976286
centered,equal_state,-825.0,-575.0,0.0003832706295312109
centered,equal_state,-775.0,-575.0,0.00031517295076069555
centered,equal_state,-725.0,-575.0,0.00032467670583331116
centered,equal_state,-675.0,-575.0,0.00023960150287321004
centered,equal_state,-625.0,-575.0,0.00018902713133649003
centered,equal_state,-575.0,-575.0,0.0001575809646971022
centered,equal_state,-525.0,-575.0,0.00014853247854733129
centered,equal_state,-475.0,-575.0,0.0001399301373943064
centered,equal_state,-425.0,-575.0,0.000129655366009337
centered,equal_state,-375.0,-575.0,0.00011962803681367994
centered,equal_state,-325.0,-575.0,0.00012704677888648001
centered,equal_state,-275.0,-575.0,0.00012200007779404318
centered,equal_state,-225.0,-575.0,0.00012615769814368246
centered,equal_state,-175.0,-575.0,0.0001195802192359854
centered,equal_state,-125.0,-575.0,0.00013543108701528797
centered,equal_state,-75.0,-575.0,0.0001363591446375421
centered,equal_state,-25.0,-575.0,0.00014824494183884757
centered,equal_state,25.0,-575.0,0.00022692388330801825
centered,equal_state,75.0,-575.0,0.0001464243904894094
centered,equal_state,125.0,-575.0,0.00015204951814499584
centered,equal_state,175.0,-575.0,0.00013532488291426422
centered,equal_state,225.0,-575.0,0.00014780819091903108
centered,equal_state,275.0,-575.0,0.00016244301754356354
centered,equal_state,325.0,-575.0,0.0001508805817726156
centered,equal_state,375.0,-575.0,0.00013629230800344693
centered,equal_state,425.0,-575.0,0.0001208016332904726
centered,equal_state,475.0,-575.0,0.00011587644501871353
centered,equal_state,525.0,-575.0,0.00013291781300854571
centered,equal_state,575.0,-575.0,0.000132328113620848
centered,equal_state,625.0,-575.0,0.0001314286776299686
centered,equal_state,675.0,-575.0,0.00017659163398992661
centered,equal_state,725.0,-575.0,0.00019184145045841072
centered,equal_state,775.0,-575.0,0.00016626867594645656
centered,equal_state,825.0,-575.0,0.00021338468444783413
centered,equal_state,875.0,-575.0,0.00026308863520529166
centered,equal_state,925.0,-575.0,0.0002081600865444567
centered,equal_state,975.0,-575.0,8.016785709757525e-07
centered,equal_state,1025.0,-575.0,0.0
centered,equal_state,1075.0,-575.0,0.0
centered,equal_state,-1075.0,-525.0,0.0
centered,equal_state,-1025.0,-525.0,0.0
centered,equal_state,-975.0,-525.0,0.00033890414355667193
centered,equal_state,-925.0,-525.0,0.0008439365253380248
centered,equal_state,-875.0,-525.0,0.0006278922073362998
centered,equal_state,-825.0,-525.0,0.0003724971533038064
centered,equal_state,-775.0,-525.0,0.0002782991018676314
centered,equal_state,-725.0,-525.0,0.00022468481501585903
centered,equal_state,-675.0,-525.0,0.00020468110842212082
centered,equal_state,-625.0,-525.0,0.00021614152190017853
centered,equal_state,-575.0,-525.0,0.0001921370251800825
centered,equal_state,-525.0,-525.0,0.00016385538885130515
centered,equal_state,-475.0,-525.0,0.0001597269249720367
centered,equal_state,-425.0,-525.0,0.0001632335170892575
centered,equal_state,-375.0,-525.0,0.00016109152729504005
centered,equal_state,-325.0,-525.0,0.00016834450630511788
centered,equal_state,-275.0,-525.0,0.00015741974842116034
centered,equal_state,-225.0,-525.0,0.0001550550154433718
centered,equal_state,-175.0,-525.0,0.0002010584145572394
centered,equal_state,-125.0,-525.0,0.00022599261325138132
centered,equal_state,-75.0,-525.0,0.00022122581323563478
centered,equal_state,-25.0,-525.0,0.00021850843874366842
centered,equal_state,25.0,-525.0,0.000211808460653272
centered,equal_state,75.0,-525.0,0.00019522147460659367
centered,equal_state,125.0,-525.0,0.0002244643715216364
centered,equal_state,175.0,-525.0,0.00019918356579412823
centered,equal_state,225.0,-525.0,0.00018025707148816962
centered,equal_state,275.0,-525.0,0.00021419256950822927
centered,equal_state,325.0,-525.0,0.00019004197855522365
centered,equal_state,375.0,-525.0,0.00017245325226454233
centered,equal_state,425.0,-525.0,0.00014135880728904872
centered,equal_state,475.0,-525.0,0.00013878987635288637
centered,equal_state,525.0,-525.0,0.0001377124622354358
centered,equal_state,575.0,-525.0,0.0001332750213404246
centered,equal_state,625.0,-525.0,0.00013567804973873304
centered,equal_state,675.0,-525.0,0.00013161074827004206
centered,equal_state,725.0,-525.0,0.00013900170947005836
centered,equal_state,775.0,-525.0,0.00017683325378607624
centered,equal_state,825.0,-525.0,0.00017686745610055976
centered,equal_state,875.0,-525.0,0.00022641992766917057
centered,equal_state,925.0,-525.0,0.00037564164963051905
centered,equal_state,975.0,-525.0,0.00011691720939870269
centered,equal_state,1025.0,-525.0,0.0
centered,equal_state,1075.0,-525.0,0.0
centered,equal_state,-1075.0,-475.0,0.0
centered,equal_state,-1025.0,-475.0,3.1243027456034733e-06
centered,equal_state,-975.0,-475.0,0.0009451778043933437
centered,equal_state,-925.0,-475.0,0.0005772873915883474
centered,equal_state,-875.0,-475.0,0.000453339198131026
centered,equal_state,-825.0,-475.0,0.00034353262063667185
centered,equal_state,-775.0,-475.0,0.0002724086147271648
centered,equal_state,-725.0,-475.0,0.000212893870049216
