representation,weighting,bin_x_center_km,bin_y_center_km,probability_mass
centered,equal_state,525.0,925.0,0.0005650402708826062
centered,equal_state,575.0,925.0,0.00062384843451444
centered,equal_state,625.0,925.0,7.238045256151296e-05
centered,equal_state,675.0,925.0,0.0
centered,equal_state,725.0,925.0,0.0
centered,equal_state,775.0,925.0,0.0
centered,equal_state,825.0,925.0,0.0
centered,equal_state,875.0,925.0,0.0
centered,equal_state,925.0,925.0,0.0
centered,equal_state,975.0,925.0,0.0
centered,equal_state,1025.0,925.0,0.0
centered,equal_state,1075.0,925.0,0.0
centered,equal_state,-1075.0,975.0,0.0
centered,equal_state,-1025.0,975.0,0.0
centered,equal_state,-975.0,975.0,0.0
centered,equal_state,-925.0,975.0,0.0
centered,equal_state,-875.0,975.0,0.0
centered,equal_state,-825.0,975.0,0.0
centered,equal_state,-775.0,975.0,0.0
centered,equal_state,-725.0,975.0,0.0
centered,equal_state,-675.0,975.0,0.0
centered,equal_state,-625.0,975.0,0.0
centered,equal_state,-575.0,975.0,1.6776476219896334e-06
centered,equal_state,-525.0,975.0,0.000527662421883977
centered,equal_state,-475.0,975.0,0.0009216575201343028
centered,equal_state,-425.0,975.0,0.000884941875969918
centered,equal_state,-375.0,975.0,0.0008179844705266604
centered,equal_state,-325.0,975.0,0.0008271479681630647
centered,equal_state,-275.0,975.0,0.0006492774366267526
centered,equal_state,-225.0,975.0,0.0007769696359934518
centered,equal_state,-175.0,975.0,0.0007708052914693348
centered,equal_state,-125.0,975.0,0.0006963671501287758
centered,equal_state,-75.0,975.0,0.0006281976728883163
centered,equal_state,-25.0,975.0,0.0006218529574352866
centered,equal_state,25.0,975.0,0.0006056742667534369
centered,equal_state,75.0,975.0,0.0006815380769230515
centered,equal_state,125.0,975.0,0.0006192871167493633
centered,equal_state,175.0,975.0,0.0005786939416862744
centered,equal_state,225.0,975.0,0.0006255670728535402
centered,equal_state,275.0,975.0,0.0006850588336015155
centered,equal_state,325.0,975.0,0.0007241531359710344
centered,equal_state,375.0,975.0,0.0007108185595007992
centered,equal_state,425.0,975.0,0.0008893362149281742
centered,equal_state,475.0,975.0,0.0007707433261621495
centered,equal_state,525.0,975.0,0.0003166002767949749
centered,equal_state,575.0,975.0,4.4764284383616334e-07
centered,equal_state,625.0,975.0,0.0
centered,equal_state,675.0,975.0,0.0
centered,equal_state,725.0,975.0,0.0
centered,equal_state,775.0,975.0,0.0
centered,equal_state,825.0,975.0,0.0
centered,equal_state,875.0,975.0,0.0
centered,equal_state,925.0,975.0,0.0
centered,equal_state,975.0,975.0,0.0
centered,equal_state,1025.0,975.0,0.0
centered,equal_state,1075.0,975.0,0.0
centered,equal_state,-1075.0,1025.0,0.0
centered,equal_state,-1025.0,1025.0,0.0
centered,equal_state,-975.0,1025.0,0.0
centered,equal_state,-925.0,1025.0,0.0
centered,equal_state,-875.0,1025.0,0.0
centered,equal_state,-825.0,1025.0,0.0
centered,equal_state,-775.0,1025.0,0.0
centered,equal_state,-725.0,1025.0,0.0
centered,equal_state,-675.0,1025.0,0.0
centered,equal_state,-625.0,1025.0,0.0
centered,equal_state,-575.0,1025.0,0.0
centered,equal_state,-525.0,1025.0,0.0
centered,equal_state,-475.0,1025.0,2.5472491381471932e-06
centered,equal_state,-425.0,1025.0,0.00046263737593251766
centered,equal_state,-375.0,1025.0,0.0007025174693328635
centered,equal_state,-325.0,1025.0,0.0009983100427874
centered,equal_state,-275.0,1025.0,0.0009180114300647116
centered,equal_state,-225.0,1025.0,0.0008853202917680936
centered,equal_state,-175.0,1025.0,0.000763617318230057
centered,equal_state,-125.0,1025.0,0.0008568545821096579
centered,equal_state,-75.0,1025.0,0.0007066848527301596
centered,equal_state,-25.0,1025.0,0.0007369841326806002
centered,equal_state,25.0,1025.0,0.0006956680156126565
centered,equal_state,75.0,1025.0,0.0006771061997650177
centered,equal_state,125.0,1025.0,0.0006991252941162346
centered,equal_state,175.0,1025.0,0.0006381422469188944
centered,equal_state,225.0,1025.0,0.0006701534217678808
centered,equal_state,275.0,1025.0,0.000762879750135793
centered,equal_state,325.0,1025.0,0.0009642358746719694
centered,equal_state,375.0,1025.0,0.0006623538057506939
centered,equal_state,425.0,1025.0,0.00018790255530225838
centered,equal_state,475.0,1025.0,2.2269659688880855e-06
centered,equal_state,525.0,1025.0,0.0
centered,equal_state,575.0,1025.0,0.0
centered,equal_state,625.0,1025.0,0.0
centered,equal_state,675.0,1025.0,0.0
centered,equal_state,725.0,1025.0,0.0
centered,equal_state,775.0,1025.0,0.0
centered,equal_state,825.0,1025.0,0.0
centered,equal_state,875.0,1025.0,0.0
centered,equal_state,925.0,1025.0,0.0
centered,equal_state,975.0,1025.0,0.0
centered,equal_state,1025.0,1025.0,0.0
centered,equal_state,1075.0,1025.0,0.0
centered,equal_state,-1075.0,1075.0,0.0
centered,equal_state,-1025.0,1075.0,0.0
centered,equal_state,-975.0,1075.0,0.0
centered,equal_state,-925.0,1075.0,0.0
centered,equal_state,-875.0,1075.0,0.0
centered,equal_state,-825.0,1075.0,0.0
centered,equal_state,-775.0,1075.0,0.0
centered,equal_state,-725.0,1075.0,0.0
centered,equal_state,-675.0,1075.0,0.0
centered,equal_state,-625.0,1075.0,0.0
centered,equal_state,-575.0,1075.0,0.0
centered,equal_state,-525.0,1075.0,0.0
centered,equal_state,-475.0,1075.0,0.0
centered,equal_state,-425.0,1075.0,0.0
centered,equal_state,-375.0,1075.0,0.0
centered,equal_state,-325.0,1075.0,5.533957767787229e-05
centered,equal_state,-275.0,1075.0,0.0002892112303352646
centered,equal_state,-225.0,1075.0,0.0005661240870584095
centered,equal_state,-175.0,1075.0,0.0008837073625894641
centered,equal_state,-125.0,1075.0,0.0007843689009113312
centered,equal_state,-75.0,1075.0,0.0007383138768759882
centered,equal_state,-25.0,1075.0,0.0008253626285852016
centered,equal_state,25.0,1075.0,0.0009449801393685397
centered,equal_state,75.0,1075.0,0.0007655356072677552
centered,equal_state,125.0,1075.0,0.0007394746440280064
centered,equal_state,175.0,1075.0,0.0006753787605900029
centered,equal_state,225.0,1075.0,0.0005063781596640184
centered,equal_state,275.0,1075.0,0.00021407129661140325
centered,equal_state,325.0,1075.0,3.76157464860914e-05
centered,equal_state,375.0,1075.0,0.0
centered,equal_state,425.0,1075.0,0.0
centered,equal_state,475.0,1075.0,0.0
centered,equal_state,525.0,1075.0,0.0
centered,equal_state,575.0,1075.0,0.0
centered,equal_state,625.0,1075.0,0.0
centered,equal_state,675.0,1075.0,0.0
centered,equal_state,725.0,1075.0,0.0
centered,equal_state,775.0,1075.0,0.0
centered,equal_state,825.0,1075.0,0.0
centered,equal_state,875.0,1075.0,0.0
centered,equal_state,925.0,1075.0,0.0
centered,equal_state,975.0,1075.0,0.0
centered,equal_state,1025.0,1075.0,0.0
centered,equal_state,1075.0,1075.0,0.0
motion_relative,equal_state,-1075.0,-1075.0,0.0
motion_relative,equal_state,-1025.0,-1075.0,0.0
motion_relative,equal_state,-975.0,-1075.0,0.0
motion_relative,equal_state,-925.0,-1075.0,0.0
motion_relative,equal_state,-875.0,-1075.0,0.0
motion_relative,equal_state,-825.0,-1075.0,0.0
motion_relative,equal_state,-775.0,-1075.0,0.0
motion_relative,equal_state,-725.0,-1075.0,0.0
motion_relative,equal_state,-675.0,-1075.0,0.0
motion_relative,equal_state,-625.0,-1075.0,0.0
motion_relative,equal_state,-575.0,-1075.0,0.0
motion_relative,equal_state,-525.0,-1075.0,0.0
motion_relative,equal_state,-475.0,-1075.0,0.0
motion_relative,equal_state,-425.0,-1075.0,0.0
motion_relative,equal_state,-375.0,-1075.0,0.0
motion_relative,equal_state,-325.0,-1075.0,6.683108705919022e-05
motion_relative,equal_state,-275.0,-1075.0,0.00039553172218464094
motion_relative,equal_state,-225.0,-1075.0,0.0006057407739650211
motion_relative,equal_state,-175.0,-1075.0,0.0008740345388662194
motion_relative,equal_state,-125.0,-1075.0,0.0009174067656006818
motion_relative,equal_state,-75.0,-1075.0,0.0009242161210225943
motion_relative,equal_state,-25.0,-1075.0,0.0009726800987917441
motion_relative,equal_state,25.0,-1075.0,0.0011518931049421743
motion_relative,equal_state,75.0,-1075.0,0.00123005908971396
motion_relative,equal_state,125.0,-1075.0,0.0008154023655268541
motion_relative,equal_state,175.0,-1075.0,0.0007275362155517238
motion_relative,equal_state,225.0,-1075.0,0.0006212201741813652
motion_relative,equal_state,275.0,-1075.0,0.0003745287827938237
motion_relative,equal_state,325.0,-1075.0,4.031628164962539e-05
motion_relative,equal_state,375.0,-1075.0,0.0
motion_relative,equal_state,425.0,-1075.0,0.0
motion_relative,equal_state,475.0,-1075.0,0.0
motion_relative,equal_state,525.0,-1075.0,0.0
motion_relative,equal_state,575.0,-1075.0,0.0
motion_relative,equal_state,625.0,-1075.0,0.0
motion_relative,equal_state,675.0,-1075.0,0.0
motion_relative,equal_state,725.0,-1075.0,0.0
motion_relative,equal_state,775.0,-1075.0,0.0
motion_relative,equal_state,825.0,-1075.0,0.0
motion_relative,equal_state,875.0,-1075.0,0.0
motion_relative,equal_state,925.0,-1075.0,0.0
motion_relative,equal_state,975.0,-1075.0,0.0
motion_relative,equal_state,1025.0,-1075.0,0.0
motion_relative,equal_state,1075.0,-1075.0,0.0
motion_relative,equal_state,-1075.0,-1025.0,0.0
motion_relative,equal_state,-1025.0,-1025.0,0.0
motion_relative,equal_state,-975.0,-1025.0,0.0
motion_relative,equal_state,-925.0,-1025.0,0.0
motion_relative,equal_state,-875.0,-1025.0,0.0
motion_relative,equal_state,-825.0,-1025.0,0.0
motion_relative,equal_state,-775.0,-1025.0,0.0
motion_relative,equal_state,-725.0,-1025.0,0.0
motion_relative,equal_state,-675.0,-1025.0,0.0
motion_relative,equal_state,-625.0,-1025.0,0.0
motion_relative,equal_state,-575.0,-1025.0,0.0
motion_relative,equal_state,-525.0,-1025.0,0.0
motion_relative,equal_state,-475.0,-1025.0,1.300364340959959e-05
motion_relative,equal_state,-425.0,-1025.0,0.00044486039000655564
motion_relative,equal_state,-375.0,-1025.0,0.0007339903521665205
motion_relative,equal_state,-325.0,-1025.0,0.0009593491115214216
motion_relative,equal_state,-275.0,-1025.0,0.001061057874653996
motion_relative,equal_state,-225.0,-1025.0,0.0008692094184508937
motion_relative,equal_state,-175.0,-1025.0,0.0008435586559539755
motion_relative,equal_state,-125.0,-1025.0,0.0007942497637487345
motion_relative,equal_state,-75.0,-1025.0,0.0006756195047338
motion_relative,equal_state,-25.0,-1025.0,0.0007417955239432883
motion_relative,equal_state,25.0,-1025.0,0.0006111540846328275
motion_relative,equal_state,75.0,-1025.0,0.0006227217898437398
motion_relative,equal_state,125.0,-1025.0,0.000655107809998859
motion_relative,equal_state,175.0,-1025.0,0.000596794460281447
motion_relative,equal_state,225.0,-1025.0,0.0007261055537496753
motion_relative,equal_state,275.0,-1025.0,0.0006854128060881484
motion_relative,equal_state,325.0,-1025.0,0.0010063943696762305
motion_relative,equal_state,375.0,-1025.0,0.0007354082776759459
motion_relative,equal_state,425.0,-1025.0,0.0002714076236706031
motion_relative,equal_state,475.0,-1025.0,8.282219007685044e-06
motion_relative,equal_state,525.0,-1025.0,0.0
motion_relative,equal_state,575.0,-1025.0,0.0
motion_relative,equal_state,625.0,-1025.0,0.0
motion_relative,equal_state,675.0,-1025.0,0.0
motion_relative,equal_state,725.0,-1025.0,0.0
motion_relative,equal_state,775.0,-1025.0,0.0
motion_relative,equal_state,825.0,-1025.0,0.0
motion_relative,equal_state,875.0,-1025.0,0.0
motion_relative,equal_state,925.0,-1025.0,0.0
motion_relative,equal_state,975.0,-1025.0,0.0
motion_relative,equal_state,1025.0,-1025.0,0.0
motion_relative,equal_state,1075.0,-1025.0,0.0
motion_relative,equal_state,-1075.0,-975.0,0.0
motion_relative,equal_state,-1025.0,-975.0,0.0
motion_relative,equal_state,-975.0,-975.0,0.0
motion_relative,equal_state,-925.0,-975.0,0.0
motion_relative,equal_state,-875.0,-975.0,0.0
motion_relative,equal_state,-825.0,-975.0,0.0
motion_relative,equal_state,-775.0,-975.0,0.0
motion_relative,equal_state,-725.0,-975.0,0.0
motion_relative,equal_state,-675.0,-975.0,0.0
motion_relative,equal_state,-625.0,-975.0,0.0
motion_relative,equal_state,-575.0,-975.0,6.911485772748265e-07
motion_relative,equal_state,-525.0,-975.0,0.00033041269695126654
motion_relative,equal_state,-475.0,-975.0,0.0010963420646896847
motion_relative,equal_state,-425.0,-975.0,0.0011186994130576904
motion_relative,equal_state,-375.0,-975.0,0.0008911253576616211
motion_relative,equal_state,-325.0,-975.0,0.0007961658559077347
motion_relative,equal_state,-275.0,-975.0,0.000711705041555932
motion_relative,equal_state,-225.0,-975.0,0.00073468195335729
motion_relative,equal_state,-175.0,-975.0,0.0007270111203445157
motion_relative,equal_state,-125.0,-975.0,0.0006614996697865985
motion_relative,equal_state,-75.0,-975.0,0.0005949686477086848
motion_relative,equal_state,-25.0,-975.0,0.0006019526688660167
motion_relative,equal_state,25.0,-975.0,0.00046122712212684795
motion_relative,equal_state,75.0,-975.0,0.0005490938407369181
motion_relative,equal_state,125.0,-975.0,0.0004887255134886092
motion_relative,equal_state,175.0,-975.0,0.0005973654096525833
motion_relative,equal_state,225.0,-975.0,0.0005732039029505496
motion_relative,equal_state,275.0,-975.0,0.0006108965263727595
motion_relative,equal_state,325.0,-975.0,0.0005796894382208844
motion_relative,equal_state,375.0,-975.0,0.0006823013544743428
motion_relative,equal_state,425.0,-975.0,0.0009191065840887076
motion_relative,equal_state,475.0,-975.0,0.0008242240338330669
motion_relative,equal_state,525.0,-975.0,0.00032117428369826824
motion_relative,equal_state,575.0,-975.0,7.128743758964711e-07
motion_relative,equal_state,625.0,-975.0,0.0
motion_relative,equal_state,675.0,-975.0,0.0
motion_relative,equal_state,725.0,-975.0,0.0
motion_relative,equal_state,775.0,-975.0,0.0
motion_relative,equal_state,825.0,-975.0,0.0
motion_relative,equal_state,875.0,-975.0,0.0
motion_relative,equal_state,925.0,-975.0,0.0
motion_relative,equal_state,975.0,-975.0,0.0
motion_relative,equal_state,1025.0,-975.0,0.0
motion_relative,equal_state,1075.0,-975.0,0.0
motion_relative,equal_state,-1075.0,-925.0,0.0
motion_relative,equal_state,-1025.0,-925.0,0.0
motion_relative,equal_state,-975.0,-925.0,0.0
motion_relative,equal_state,-925.0,-925.0,0.0
motion_relative,equal_state,-875.0,-925.0,0.0
motion_relative,equal_state,-825.0,-925.0,0.0
motion_relative,equal_state,-775.0,-925.0,0.0
motion_relative,equal_state,-725.0,-925.0,0.0
motion_relative,equal_state,-675.0,-925.0,0.0
motion_relative,equal_state,-625.0,-925.0,0.00025590630591710586
motion_relative,equal_state,-575.0,-925.0,0.0009945273838891137
motion_relative,equal_state,-525.0,-925.0,0.0009846903845774943
motion_relative,equal_state,-475.0,-925.0,0.0009129400927856127
motion_relative,equal_state,-425.0,-925.0,0.0008649849663596424
motion_relative,equal_state,-375.0,-925.0,0.000681348787577463
motion_relative,equal_state,-325.0,-925.0,0.0006142698500324937
motion_relative,equal_state,-275.0,-925.0,0.0006485808317221274
motion_relative,equal_state,-225.0,-925.0,0.0006089791974497501
motion_relative,equal_state,-175.0,-925.0,0.0005666357992003406
motion_relative,equal_state,-125.0,-925.0,0.0006062764228392582
motion_relative,equal_state,-75.0,-925.0,0.0005490010744682325
motion_relative,equal_state,-25.0,-925.0,0.0004989000028631763
motion_relative,equal_state,25.0,-925.0,0.00047442817017996397
motion_relative,equal_state,75.0,-925.0,0.0005015515992764554
motion_relative,equal_state,125.0,-925.0,0.000535740615196495
motion_relative,equal_state,175.0,-925.0,0.00045956072884698794
motion_relative,equal_state,225.0,-925.0,0.0005153565657057747
motion_relative,equal_state,275.0,-925.0,0.0005050545171755701
motion_relative,equal_state,325.0,-925.0,0.0005192484216804841
motion_relative,equal_state,375.0,-925.0,0.0005216364833816647
motion_relative,equal_state,425.0,-925.0,0.0005909420636088577
motion_relative,equal_state,475.0,-925.0,0.0007353836302679659
motion_relative,equal_state,525.0,-925.0,0.0008342832272960082
motion_relative,equal_state,575.0,-925.0,0.0006583515184474616
motion_relative,equal_state,625.0,-925.0,0.00019198738575447905
motion_relative,equal_state,675.0,-925.0,0.0
motion_relative,equal_state,725.0,-925.0,0.0
motion_relative,equal_state,775.0,-925.0,0.0
motion_relative,equal_state,825.0,-925.0,0.0
motion_relative,equal_state,875.0,-925.0,0.0
motion_relative,equal_state,925.0,-925.0,0.0
motion_relative,equal_state,975.0,-925.0,0.0
motion_relative,equal_state,1025.0,-925.0,0.0
motion_relative,equal_state,1075.0,-925.0,0.0
motion_relative,equal_state,-1075.0,-875.0,0.0
motion_relative,equal_state,-1025.0,-875.0,0.0
motion_relative,equal_state,-975.0,-875.0,0.0
motion_relative,equal_state,-925.0,-875.0,0.0
motion_relative,equal_state,-875.0,-875.0,0.0
motion_relative,equal_state,-825.0,-875.0,0.0
motion_relative,equal_state,-775.0,-875.0,0.0
motion_relative,equal_state,-725.0,-875.0,0.0
motion_relative,equal_state,-675.0,-875.0,0.0004454609806476031
motion_relative,equal_state,-625.0,-875.0,0.0012225675180812198
motion_relative,equal_state,-575.0,-875.0,0.000892588770313848
motion_relative,equal_state,-525.0,-875.0,0.0008886397269018617
motion_relative,equal_state,-475.0,-875.0,0.0008366448092794076
motion_relative,equal_state,-425.0,-875.0,0.0007759331650462722
motion_relative,equal_state,-375.0,-875.0,0.0006971194280623648
motion_relative,equal_state,-325.0,-875.0,0.0006514725947937503
motion_relative,equal_state,-275.0,-875.0,0.0006576751799427274
motion_relative,equal_state,-225.0,-875.0,0.0005986209746244237
motion_relative,equal_state,-175.0,-875.0,0.0005925676308642595
motion_relative,equal_state,-125.0,-875.0,0.0005787844724573435
motion_relative,equal_state,-75.0,-875.0,0.0005662850988054483
motion_relative,equal_state,-25.0,-875.0,0.0005296502398764225
motion_relative,equal_state,25.0,-875.0,0.0005586464446376061
motion_relative,equal_state,75.0,-875.0,0.000493808972432516
motion_relative,equal_state,125.0,-875.0,0.0005383331652064014
motion_relative,equal_state,175.0,-875.0,0.000441798911127922
motion_relative,equal_state,225.0,-875.0,0.000539934300065443
motion_relative,equal_state,275.0,-875.0,0.0005103030590012436
motion_relative,equal_state,325.0,-875.0,0.0004931654814091785
motion_relative,equal_state,375.0,-875.0,0.0005228420165008015
motion_relative,equal_state,425.0,-875.0,0.00046005078335727086
motion_relative,equal_state,475.0,-875.0,0.0005659027851217945
motion_relative,equal_state,525.0,-875.0,0.0005682975851139023
motion_relative,equal_state,575.0,-875.0,0.0008242453383322021
motion_relative,equal_state,625.0,-875.0,0.0012060414512344237
motion_relative,equal_state,675.0,-875.0,0.0004482848321009775
motion_relative,equal_state,725.0,-875.0,0.0
motion_relative,equal_state,775.0,-875.0,0.0
motion_relative,equal_state,825.0,-875.0,0.0
motion_relative,equal_state,875.0,-875.0,0.0
motion_relative,equal_state,925.0,-875.0,0.0
motion_relative,equal_state,975.0,-875.0,0.0
motion_relative,equal_state,1025.0,-875.0,0.0
motion_relative,equal_state,1075.0,-875.0,0.0
motion_relative,equal_state,-1075.0,-825.0,0.0
motion_relative,equal_state,-1025.0,-825.0,0.0
motion_relative,equal_state,-975.0,-825.0,0.0
motion_relative,equal_state,-925.0,-825.0,0.0
motion_relative,equal_state,-875.0,-825.0,0.0
motion_relative,equal_state,-825.0,-825.0,0.0
motion_relative,equal_state,-775.0,-825.0,2.3738064985567815e-06
motion_relative,equal_state,-725.0,-825.0,0.0006135568731387378
motion_relative,equal_state,-675.0,-825.0,0.0011161059408308037
motion_relative,equal_state,-625.0,-825.0,0.0008173410561504694
motion_relative,equal_state,-575.0,-825.0,0.0008184046397482103
motion_relative,equal_state,-525.0,-825.0,0.0008017961265162443
motion_relative,equal_state,-475.0,-825.0,0.0007146758038006779
motion_relative,equal_state,-425.0,-825.0,0.0007714382625512412
motion_relative,equal_state,-375.0,-825.0,0.0007150659062358826
motion_relative,equal_state,-325.0,-825.0,0.0007459493734996365
motion_relative,equal_state,-275.0,-825.0,0.0006577058937354827
motion_relative,equal_state,-225.0,-825.0,0.0006859242791917709
motion_relative,equal_state,-175.0,-825.0,0.000640475234111675
motion_relative,equal_state,-125.0,-825.0,0.0005765680188367379
motion_relative,equal_state,-75.0,-825.0,0.0005841483436775496
motion_relative,equal_state,-25.0,-825.0,0.0005470170568571615
motion_relative,equal_state,25.0,-825.0,0.0004635956339075083
motion_relative,equal_state,75.0,-825.0,0.00048706109247527733
motion_relative,equal_state,125.0,-825.0,0.00042226567568336815
motion_relative,equal_state,175.0,-825.0,0.00045121692278729975
motion_relative,equal_state,225.0,-825.0,0.00046932003646486955
motion_relative,equal_state,275.0,-825.0,0.00041345294808379964
motion_relative,equal_state,325.0,-825.0,0.0004153135855850749
motion_relative,equal_state,375.0,-825.0,0.0003924978479373111
motion_relative,equal_state,425.0,-825.0,0.0004161938838873555
motion_relative,equal_state,475.0,-825.0,0.0004475650183767552
motion_relative,equal_state,525.0,-825.0,0.0004985107306637075
motion_relative,equal_state,575.0,-825.0,0.0005556592097504686
motion_relative,equal_state,625.0,-825.0,0.0006816195967369917
motion_relative,equal_state,675.0,-825.0,0.000895082467126818
motion_relative,equal_state,725.0,-825.0,0.0008060709689837504
motion_relative,equal_state,775.0,-825.0,5.183346060391547e-06
motion_relative,equal_state,825.0,-825.0,0.0
motion_relative,equal_state,875.0,-825.0,0.0
motion_relative,equal_state,925.0,-825.0,0.0
motion_relative,equal_state,975.0,-825.0,0.0
motion_relative,equal_state,1025.0,-825.0,0.0
motion_relative,equal_state,1075.0,-825.0,0.0
motion_relative,equal_state,-1075.0,-775.0,0.0
motion_relative,equal_state,-1025.0,-775.0,0.0
motion_relative,equal_state,-975.0,-775.0,0.0
motion_relative,equal_state,-925.0,-775.0,0.0
motion_relative,equal_state,-875.0,-775.0,0.0
motion_relative,equal_state,-825.0,-775.0,6.425345842019673e-06
motion_relative,equal_state,-775.0,-775.0,0.0005622279120719195
motion_relative,equal_state,-725.0,-775.0,0.0010696561643048375
motion_relative,equal_state,-675.0,-775.0,0.0008814239949279368
motion_relative,equal_state,-625.0,-775.0,0.0007949593046498924
motion_relative,equal_state,-575.0,-775.0,0.0008013617562848407
motion_relative,equal_state,-525.0,-775.0,0.0007662900616079355
motion_relative,equal_state,-475.0,-775.0,0.0007258905745739356
motion_relative,equal_state,-425.0,-775.0,0.000842443491896306
motion_relative,equal_state,-375.0,-775.0,0.0006962462352553162
motion_relative,equal_state,-325.0,-775.0,0.0007630845159313412
motion_relative,equal_state,-275.0,-775.0,0.0007383442112133765
motion_relative,equal_state,-225.0,-775.0,0.0007562182464754703
motion_relative,equal_state,-175.0,-775.0,0.0006801206865285671
motion_relative,equal_state,-125.0,-775.0,0.0006293643538474923
motion_relative,equal_state,-75.0,-775.0,0.0006906462831978161
motion_relative,equal_state,-25.0,-775.0,0.0005918224409219918
motion_relative,equal_state,25.0,-775.0,0.000616244851326473
motion_relative,equal_state,75.0,-775.0,0.00047791814421204164
motion_relative,equal_state,125.0,-775.0,0.0004167107028396654
motion_relative,equal_state,175.0,-775.0,0.0004404951657531488
motion_relative,equal_state,225.0,-775.0,0.00041865664320143693
motion_relative,equal_state,275.0,-775.0,0.0004103136685763126
motion_relative,equal_state,325.0,-775.0,0.00035973697020368
motion_relative,equal_state,375.0,-775.0,0.0003926183201253723
motion_relative,equal_state,425.0,-775.0,0.0003451784893265151
motion_relative,equal_state,475.0,-775.0,0.0005084186443654857
motion_relative,equal_state,525.0,-775.0,0.00043074095894229383
motion_relative,equal_state,575.0,-775.0,0.0005302202385098225
motion_relative,equal_state,625.0,-775.0,0.0005765659603302682
motion_relative,equal_state,675.0,-775.0,0.0007140788734087564
motion_relative,equal_state,725.0,-775.0,0.0009481330524921672
motion_relative,equal_state,775.0,-775.0,0.0007266265804388615
motion_relative,equal_state,825.0,-775.0,3.752138328897227e-06
motion_relative,equal_state,875.0,-775.0,0.0
motion_relative,equal_state,925.0,-775.0,0.0
motion_relative,equal_state,975.0,-775.0,0.0
motion_relative,equal_state,1025.0,-775.0,0.0
motion_relative,equal_state,1075.0,-775.0,0.0
motion_relative,equal_state,-1075.0,-725.0,0.0
motion_relative,equal_state,-1025.0,-725.0,0.0
motion_relative,equal_state,-975.0,-725.0,0.0
motion_relative,equal_state,-925.0,-725.0,0.0
motion_relative,equal_state,-875.0,-725.0,0.0
motion_relative,equal_state,-825.0,-725.0,0.0005876069885001179
motion_relative,equal_state,-775.0,-725.0,0.0009470240546866389
motion_relative,equal_state,-725.0,-725.0,0.0008234425767446019
motion_relative,equal_state,-675.0,-725.0,0.0007881389206083185
motion_relative,equal_state,-625.0,-725.0,0.0006938345894636513
motion_relative,equal_state,-575.0,-725.0,0.0007776693947239016
motion_relative,equal_state,-525.0,-725.0,0.0008223363934708978
motion_relative,equal_state,-475.0,-725.0,0.0008879509579123006
motion_relative,equal_state,-425.0,-725.0,0.0007447469239898854
motion_relative,equal_state,-375.0,-725.0,0.0007402632611065354
motion_relative,equal_state,-325.0,-725.0,0.0007461174369861744
motion_relative,equal_state,-275.0,-725.0,0.0007516457962062689
motion_relative,equal_state,-225.0,-725.0,0.0007696614923301921
motion_relative,equal_state,-175.0,-725.0,0.0006914688027705454
motion_relative,equal_state,-125.0,-725.0,0.0006449437993791866
motion_relative,equal_state,-75.0,-725.0,0.0006984702964324362
motion_relative,equal_state,-25.0,-725.0,0.000600801082039819
motion_relative,equal_state,25.0,-725.0,0.0005651470667790464
motion_relative,equal_state,75.0,-725.0,0.0005658223351706324
motion_relative,equal_state,125.0,-725.0,0.0004550621814020787
motion_relative,equal_state,175.0,-725.0,0.00040834635259067386
motion_relative,equal_state,225.0,-725.0,0.00047293848115751173
motion_relative,equal_state,275.0,-725.0,0.00035796340708678734
motion_relative,equal_state,325.0,-725.0,0.0003196994713013743
motion_relative,equal_state,375.0,-725.0,0.0003261053085678221
motion_relative,equal_state,425.0,-725.0,0.0003098094318594758
motion_relative,equal_state,475.0,-725.0,0.0003733924400916062
motion_relative,equal_state,525.0,-725.0,0.00041132618565016906
motion_relative,equal_state,575.0,-725.0,0.0003620285188220308
motion_relative,equal_state,625.0,-725.0,0.0005115299589069758
motion_relative,equal_state,675.0,-725.0,0.0005123813441250569
motion_relative,equal_state,725.0,-725.0,0.000763077356614405
motion_relative,equal_state,775.0,-725.0,0.0010664814594709736
motion_relative,equal_state,825.0,-725.0,0.0006466644901810896
motion_relative,equal_state,875.0,-725.0,0.0
motion_relative,equal_state,925.0,-725.0,0.0
motion_relative,equal_state,975.0,-725.0,0.0
motion_relative,equal_state,1025.0,-725.0,0.0
motion_relative,equal_state,1075.0,-725.0,0.0
motion_relative,equal_state,-1075.0,-675.0,0.0
motion_relative,equal_state,-1025.0,-675.0,0.0
motion_relative,equal_state,-975.0,-675.0,0.0
motion_relative,equal_state,-925.0,-675.0,0.0
motion_relative,equal_state,-875.0,-675.0,0.00033183766751658555
motion_relative,equal_state,-825.0,-675.0,0.0010287349917198496
motion_relative,equal_state,-775.0,-675.0,0.000815337658819784
motion_relative,equal_state,-725.0,-675.0,0.0007996317417687858
motion_relative,equal_state,-675.0,-675.0,0.0007578713230510446
motion_relative,equal_state,-625.0,-675.0,0.0007290301630041077
motion_relative,equal_state,-575.0,-675.0,0.0008250862137256179
motion_relative,equal_state,-525.0,-675.0,0.0008372265568423789
motion_relative,equal_state,-475.0,-675.0,0.0008234696279524945
motion_relative,equal_state,-425.0,-675.0,0.0007776038012160186
motion_relative,equal_state,-375.0,-675.0,0.0008532684286308074
motion_relative,equal_state,-325.0,-675.0,0.0008746948563393066
motion_relative,equal_state,-275.0,-675.0,0.0008638790271996684
motion_relative,equal_state,-225.0,-675.0,0.0009501213318492968
