track_id,eligible_states,q95_positive_states,eligible_duration_hours,q95_positive_duration_hours,eligible_time_span_hours,equal_state_mass_fraction,equal_cyclone_mass_fraction,equal_state_contribution_rank
20120116,12,6,72,36,66.0,0.000354588972282962,0.0005691519635742744,1165
20120120,13,10,78,60,72.0,0.0005909816204716033,0.0005691519635742744,667
20120123,24,20,144,120,138.0,0.0011819632409432066,0.0005691519635742744,95
20120129,8,7,48,42,42.0,0.0004136871343301223,0.0005691519635742744,1010
20120132,4,2,24,12,24.0,0.00011819632409432067,0.0005691519635742744,1659
20120134,25,22,150,132,150.0,0.0013001595650375274,0.0005691519635742744,59
20120138,11,9,66,54,60.0,0.000531883458424443,0.0005691519635742744,775
20120144,9,3,54,18,48.0,0.000177294486141481,0.0005691519635742744,1577
20120151,11,4,66,24,60.0,0.00023639264818864133,0.0005691519635742744,1477
20120153,5,3,30,18,24.0,0.000177294486141481,0.0005691519635742744,1578
20120157,13,7,78,42,72.0,0.0004136871343301223,0.0005691519635742744,1011
20120163,8,6,48,36,42.0,0.000354588972282962,0.0005691519635742744,1166
20120172,16,16,96,96,90.0,0.0009455705927545653,0.0005691519635742744,238
20120173,7,7,42,42,36.0,0.0004136871343301223,0.0005691519635742744,1012
20120178,4,0,24,0,18.0,0.0,0.0,1762
20120185,18,14,108,84,102.0,0.0008273742686602446,0.0005691519635742744,361
20120195,6,2,36,12,30.0,0.00011819632409432067,0.0005691519635742744,1660
20120199,7,2,42,12,36.0,0.00011819632409432067,0.0005691519635742744,1661
20120200,14,14,84,84,78.0,0.0008273742686602446,0.0005691519635742744,362
20120206,20,19,120,114,114.0,0.0011228650788960464,0.0005691519635742744,121
20120214,16,15,96,90,90.0,0.000886472430707405,0.0005691519635742744,293
20120227,8,1,48,6,42.0,5.9098162047160334e-05,0.0005691519635742744,1720
20120235,7,6,42,36,36.0,0.000354588972282962,0.0005691519635742744,1167
20120239,13,7,78,42,72.0,0.0004136871343301223,0.0005691519635742744,1013
20120244,15,7,90,42,84.0,0.0004136871343301223,0.0005691519635742744,1014
20120246,8,8,48,48,42.0,0.00047278529637728267,0.0005691519635742744,886
20120250,12,6,72,36,66.0,0.000354588972282962,0.0005691519635742744,1168
20120268,9,7,54,42,48.0,0.0004136871343301223,0.0005691519635742744,1015
20120275,19,17,114,102,108.0,0.0010046687548017257,0.0005691519635742744,195
20120277,10,6,60,36,54.0,0.000354588972282962,0.0005691519635742744,1169
20120283,18,16,108,96,102.0,0.0009455705927545653,0.0005691519635742744,239
20120289,7,4,42,24,36.0,0.00023639264818864133,0.0005691519635742744,1478
20120295,12,5,72,30,66.0,0.00029549081023580166,0.0005691519635742744,1317
20120297,7,5,42,30,36.0,0.00029549081023580166,0.0005691519635742744,1318
20120300,22,20,132,120,126.0,0.0011819632409432066,0.0005691519635742744,96
20120312,10,1,60,6,54.0,5.9098162047160334e-05,0.0005691519635742744,1721
20120317,8,5,48,30,42.0,0.00029549081023580166,0.0005691519635742744,1319
20120333,12,7,72,42,66.0,0.0004136871343301223,0.0005691519635742744,1016
20120341,19,17,114,102,120.0,0.0010046687548017257,0.0005691519635742744,196
20120345,10,7,60,42,54.0,0.0004136871343301223,0.0005691519635742744,1017
20120353,19,11,114,66,108.0,0.0006500797825187637,0.0005691519635742744,579
20120375,8,8,48,48,42.0,0.00047278529637728267,0.0005691519635742744,887
20120377,21,18,126,108,120.0,0.001063766916848886,0.0005691519635742744,151
20120383,5,2,30,12,24.0,0.00011819632409432067,0.0005691519635742744,1662
20120392,13,11,78,66,72.0,0.0006500797825187637,0.0005691519635742744,580
20120398,15,5,90,30,84.0,0.00029549081023580166,0.0005691519635742744,1320
20120402,14,14,84,84,78.0,0.0008273742686602446,0.0005691519635742744,363
20120409,7,7,42,42,36.0,0.0004136871343301223,0.0005691519635742744,1018
20120422,22,8,132,48,126.0,0.00047278529637728267,0.0005691519635742744,888
20120441,13,8,78,48,72.0,0.00047278529637728267,0.0005691519635742744,889
20120443,19,8,114,48,120.0,0.00047278529637728267,0.0005691519635742744,890
20120451,24,19,144,114,138.0,0.0011228650788960464,0.0005691519635742744,122
20120458,13,12,78,72,72.0,0.000709177944565924,0.0005691519635742744,496
20120465,21,19,126,114,120.0,0.0011228650788960464,0.0005691519635742744,123
20120478,16,14,96,84,90.0,0.0008273742686602446,0.0005691519635742744,364
20120502,8,7,48,42,42.0,0.0004136871343301223,0.0005691519635742744,1019
20120511,6,6,36,36,30.0,0.000354588972282962,0.0005691519635742744,1170
20120520,14,13,84,78,78.0,0.0007682761066130844,0.0005691519635742744,436
20120528,6,3,36,18,30.0,0.000177294486141481,0.0005691519635742744,1579
20120530,8,7,48,42,42.0,0.0004136871343301223,0.0005691519635742744,1020
20120540,20,9,120,54,114.0,0.000531883458424443,0.0005691519635742744,776
20120541,15,13,90,78,84.0,0.0007682761066130844,0.0005691519635742744,437
20120553,6,6,36,36,30.0,0.000354588972282962,0.0005691519635742744,1171
20120557,11,10,66,60,60.0,0.0005909816204716033,0.0005691519635742744,668
20120567,16,13,96,78,90.0,0.0007682761066130844,0.0005691519635742744,438
20120569,9,3,54,18,48.0,0.000177294486141481,0.0005691519635742744,1580
20120570,7,7,42,42,36.0,0.0004136871343301223,0.0005691519635742744,1021
20120582,10,10,60,60,54.0,0.0005909816204716033,0.0005691519635742744,669
20120595,5,5,30,30,24.0,0.00029549081023580166,0.0005691519635742744,1321
20120596,13,11,78,66,72.0,0.0006500797825187637,0.0005691519635742744,581
20120611,7,5,42,30,36.0,0.00029549081023580166,0.0005691519635742744,1322
20120612,24,19,144,114,138.0,0.0011228650788960464,0.0005691519635742744,124
20120613,21,14,126,84,120.0,0.0008273742686602446,0.0005691519635742744,365
20120626,16,16,96,96,90.0,0.0009455705927545653,0.0005691519635742744,240
20120628,27,18,162,108,156.0,0.001063766916848886,0.0005691519635742744,152
20120642,9,5,54,30,48.0,0.00029549081023580166,0.0005691519635742744,1323
20120672,7,7,42,42,36.0,0.0004136871343301223,0.0005691519635742744,1022
20120675,6,6,36,36,36.0,0.000354588972282962,0.0005691519635742744,1172
20120676,8,8,48,48,42.0,0.00047278529637728267,0.0005691519635742744,891
20120678,32,24,192,144,186.0,0.001418355889131848,0.0005691519635742744,37
20120683,6,6,36,36,30.0,0.000354588972282962,0.0005691519635742744,1173
20120693,8,6,48,36,42.0,0.000354588972282962,0.0005691519635742744,1174
20120705,15,15,90,90,84.0,0.000886472430707405,0.0005691519635742744,294
20120723,16,15,96,90,90.0,0.000886472430707405,0.0005691519635742744,295
20120733,11,11,66,66,60.0,0.0006500797825187637,0.0005691519635742744,582
20120745,24,22,144,132,138.0,0.0013001595650375274,0.0005691519635742744,60
20120754,11,11,66,66,60.0,0.0006500797825187637,0.0005691519635742744,583
20120755,16,14,96,84,90.0,0.0008273742686602446,0.0005691519635742744,366
20120774,18,7,108,42,102.0,0.0004136871343301223,0.0005691519635742744,1023
20120777,25,22,150,132,144.0,0.0013001595650375274,0.0005691519635742744,61
20120781,12,4,72,24,66.0,0.00023639264818864133,0.0005691519635742744,1479
20120789,18,14,108,84,102.0,0.0008273742686602446,0.0005691519635742744,367
20120804,10,9,60,54,66.0,0.000531883458424443,0.0005691519635742744,777
20120830,17,8,102,48,96.0,0.00047278529637728267,0.0005691519635742744,892
20120837,13,7,78,42,72.0,0.0004136871343301223,0.0005691519635742744,1024
20120841,6,0,36,0,30.0,0.0,0.0,1763
20120847,5,5,30,30,24.0,0.00029549081023580166,0.0005691519635742744,1324
20120853,10,10,60,60,54.0,0.0005909816204716033,0.0005691519635742744,670
20120859,10,8,60,48,54.0,0.00047278529637728267,0.0005691519635742744,893
20120877,10,9,60,54,54.0,0.000531883458424443,0.0005691519635742744,778
20120886,6,5,36,30,30.0,0.00029549081023580166,0.0005691519635742744,1325
20120890,22,11,132,66,126.0,0.0006500797825187637,0.0005691519635742744,584
20120893,6,4,36,24,30.0,0.00023639264818864133,0.0005691519635742744,1480
20120911,10,9,60,54,54.0,0.000531883458424443,0.0005691519635742744,779
20120914,7,7,42,42,36.0,0.0004136871343301223,0.0005691519635742744,1025
20120921,13,3,78,18,72.0,0.000177294486141481,0.0005691519635742744,1581
20120926,13,10,78,60,72.0,0.0005909816204716033,0.0005691519635742744,671
20120951,8,7,48,42,42.0,0.0004136871343301223,0.0005691519635742744,1026
20120955,24,20,144,120,138.0,0.0011819632409432066,0.0005691519635742744,97
20120959,10,10,60,60,54.0,0.0005909816204716033,0.0005691519635742744,672
20120968,12,10,72,60,66.0,0.0005909816204716033,0.0005691519635742744,673
20120970,7,6,42,36,36.0,0.000354588972282962,0.0005691519635742744,1175
20120981,24,19,144,114,138.0,0.0011228650788960464,0.0005691519635742744,125
20120987,15,4,90,24,84.0,0.00023639264818864133,0.0005691519635742744,1481
20120992,15,6,90,36,84.0,0.000354588972282962,0.0005691519635742744,1176
20120998,6,5,36,30,30.0,0.00029549081023580166,0.0005691519635742744,1326
20121002,16,12,96,72,120.0,0.000709177944565924,0.0005691519635742744,497
20121005,15,14,90,84,84.0,0.0008273742686602446,0.0005691519635742744,368
20121020,18,14,108,84,102.0,0.0008273742686602446,0.0005691519635742744,369
20121026,17,14,102,84,96.0,0.0008273742686602446,0.0005691519635742744,370
20121030,5,5,30,30,24.0,0.00029549081023580166,0.0005691519635742744,1327
20121035,9,7,54,42,48.0,0.0004136871343301223,0.0005691519635742744,1027
20121036,7,7,42,42,36.0,0.0004136871343301223,0.0005691519635742744,1028
20121041,31,26,186,156,180.0,0.0015365522132261688,0.0005691519635742744,19
20121042,10,1,60,6,54.0,5.9098162047160334e-05,0.0005691519635742744,1722
20121049,5,3,30,18,24.0,0.000177294486141481,0.0005691519635742744,1582
20121069,5,5,30,30,24.0,0.00029549081023580166,0.0005691519635742744,1328
20121086,7,6,42,36,36.0,0.000354588972282962,0.0005691519635742744,1177
20121090,13,8,78,48,72.0,0.00047278529637728267,0.0005691519635742744,894
20121099,15,14,90,84,84.0,0.0008273742686602446,0.0005691519635742744,371
20121109,15,13,90,78,84.0,0.0007682761066130844,0.0005691519635742744,439
20121110,9,4,54,24,48.0,0.00023639264818864133,0.0005691519635742744,1482
20121113,15,14,90,84,84.0,0.0008273742686602446,0.0005691519635742744,372
20121118,12,10,72,60,66.0,0.0005909816204716033,0.0005691519635742744,674
20121119,17,14,102,84,96.0,0.0008273742686602446,0.0005691519635742744,373
20121121,12,3,72,18,66.0,0.000177294486141481,0.0005691519635742744,1583
20121126,16,14,96,84,90.0,0.0008273742686602446,0.0005691519635742744,374
20121127,16,11,96,66,90.0,0.0006500797825187637,0.0005691519635742744,585
20121130,6,6,36,36,30.0,0.000354588972282962,0.0005691519635742744,1178
20121133,19,14,114,84,138.0,0.0008273742686602446,0.0005691519635742744,375
20121136,8,8,48,48,42.0,0.00047278529637728267,0.0005691519635742744,895
20121141,16,13,96,78,90.0,0.0007682761066130844,0.0005691519635742744,440
20121150,14,14,84,84,78.0,0.0008273742686602446,0.0005691519635742744,376
20121155,10,10,60,60,54.0,0.0005909816204716033,0.0005691519635742744,675
20121159,24,18,144,108,150.0,0.001063766916848886,0.0005691519635742744,153
20130004,14,13,84,78,78.0,0.0007682761066130844,0.0005691519635742744,441
20130009,24,13,144,78,138.0,0.0007682761066130844,0.0005691519635742744,442
20130016,14,12,84,72,78.0,0.000709177944565924,0.0005691519635742744,498
20130018,8,8,48,48,42.0,0.00047278529637728267,0.0005691519635742744,896
20130020,6,5,36,30,30.0,0.00029549081023580166,0.0005691519635742744,1329
20130022,6,6,36,36,30.0,0.000354588972282962,0.0005691519635742744,1179
20130028,10,8,60,48,54.0,0.00047278529637728267,0.0005691519635742744,897
20130043,13,9,78,54,72.0,0.000531883458424443,0.0005691519635742744,780
20130047,9,9,54,54,48.0,0.000531883458424443,0.0005691519635742744,781
20130051,8,7,48,42,42.0,0.0004136871343301223,0.0005691519635742744,1029
20130057,14,2,84,12,78.0,0.00011819632409432067,0.0005691519635742744,1663
20130061,12,9,72,54,66.0,0.000531883458424443,0.0005691519635742744,782
20130064,5,5,30,30,24.0,0.00029549081023580166,0.0005691519635742744,1330
20130073,14,10,84,60,102.0,0.0005909816204716033,0.0005691519635742744,676
20130086,7,3,42,18,36.0,0.000177294486141481,0.0005691519635742744,1584
20130088,11,8,66,48,60.0,0.00047278529637728267,0.0005691519635742744,898
20130096,25,9,150,54,150.0,0.000531883458424443,0.0005691519635742744,783
20130101,6,4,36,24,30.0,0.00023639264818864133,0.0005691519635742744,1483
20130106,11,10,66,60,60.0,0.0005909816204716033,0.0005691519635742744,677
20130111,20,19,120,114,114.0,0.0011228650788960464,0.0005691519635742744,126
20130112,8,7,48,42,42.0,0.0004136871343301223,0.0005691519635742744,1030
20130116,4,2,24,12,18.0,0.00011819632409432067,0.0005691519635742744,1664
20130117,5,2,30,12,30.0,0.00011819632409432067,0.0005691519635742744,1665
20130123,13,7,78,42,72.0,0.0004136871343301223,0.0005691519635742744,1031
20130135,15,10,90,60,84.0,0.0005909816204716033,0.0005691519635742744,678
20130138,5,3,30,18,24.0,0.000177294486141481,0.0005691519635742744,1585
20130143,38,33,228,198,222.0,0.001950239347556291,0.0005691519635742744,4
20130162,27,22,162,132,168.0,0.0013001595650375274,0.0005691519635742744,62
20130178,13,1,78,6,72.0,5.9098162047160334e-05,0.0005691519635742744,1723
20130181,21,17,126,102,120.0,0.0010046687548017257,0.0005691519635742744,197
20130191,17,16,102,96,96.0,0.0009455705927545653,0.0005691519635742744,241
20130197,4,4,24,24,18.0,0.00023639264818864133,0.0005691519635742744,1484
20130201,8,8,48,48,42.0,0.00047278529637728267,0.0005691519635742744,899
20130209,14,12,84,72,78.0,0.000709177944565924,0.0005691519635742744,499
20130211,10,6,60,36,54.0,0.000354588972282962,0.0005691519635742744,1180
20130245,9,4,54,24,48.0,0.00023639264818864133,0.0005691519635742744,1485
20130246,14,7,84,42,78.0,0.0004136871343301223,0.0005691519635742744,1032
20130247,6,5,36,30,30.0,0.00029549081023580166,0.0005691519635742744,1331
20130253,17,14,102,84,96.0,0.0008273742686602446,0.0005691519635742744,377
20130273,22,17,132,102,132.0,0.0010046687548017257,0.0005691519635742744,198
20130277,9,6,54,36,48.0,0.000354588972282962,0.0005691519635742744,1181
20130281,14,8,84,48,78.0,0.00047278529637728267,0.0005691519635742744,900
20130286,14,0,84,0,78.0,0.0,0.0,1764
20130297,12,11,72,66,66.0,0.0006500797825187637,0.0005691519635742744,586
20130301,38,29,228,174,234.0,0.0017138466993676497,0.0005691519635742744,11
20130305,7,7,42,42,36.0,0.0004136871343301223,0.0005691519635742744,1033
20130321,6,5,36,30,30.0,0.00029549081023580166,0.0005691519635742744,1332
20130332,14,12,84,72,78.0,0.000709177944565924,0.0005691519635742744,500
20130340,16,11,96,66,90.0,0.0006500797825187637,0.0005691519635742744,587
20130350,28,18,168,108,162.0,0.001063766916848886,0.0005691519635742744,154
20130368,15,3,90,18,84.0,0.000177294486141481,0.0005691519635742744,1586
20130375,17,16,102,96,96.0,0.0009455705927545653,0.0005691519635742744,242
20130384,7,7,42,42,36.0,0.0004136871343301223,0.0005691519635742744,1034
20130385,14,11,84,66,78.0,0.0006500797825187637,0.0005691519635742744,588
20130387,21,17,126,102,120.0,0.0010046687548017257,0.0005691519635742744,199
20130393,14,11,84,66,78.0,0.0006500797825187637,0.0005691519635742744,589
20130407,20,17,120,102,120.0,0.0010046687548017257,0.0005691519635742744,200
20130415,13,12,78,72,72.0,0.000709177944565924,0.0005691519635742744,501
20130421,8,8,48,48,42.0,0.00047278529637728267,0.0005691519635742744,901
20130425,7,6,42,36,36.0,0.000354588972282962,0.0005691519635742744,1182
20130434,34,22,204,132,198.0,0.0013001595650375274,0.0005691519635742744,63
20130436,22,9,132,54,138.0,0.000531883458424443,0.0005691519635742744,784
20130441,8,7,48,42,42.0,0.0004136871343301223,0.0005691519635742744,1035
20130444,10,9,60,54,54.0,0.000531883458424443,0.0005691519635742744,785
20130461,11,10,66,60,60.0,0.0005909816204716033,0.0005691519635742744,679
20130470,11,11,66,66,60.0,0.0006500797825187637,0.0005691519635742744,590
20130482,9,7,54,42,48.0,0.0004136871343301223,0.0005691519635742744,1036
20130486,7,6,42,36,36.0,0.000354588972282962,0.0005691519635742744,1183
20130501,17,12,102,72,96.0,0.000709177944565924,0.0005691519635742744,502
20130517,11,2,66,12,60.0,0.00011819632409432067,0.0005691519635742744,1666
20130529,5,5,30,30,24.0,0.00029549081023580166,0.0005691519635742744,1333
20130534,11,11,66,66,60.0,0.0006500797825187637,0.0005691519635742744,591
20130536,9,9,54,54,48.0,0.000531883458424443,0.0005691519635742744,786
20130540,23,23,138,138,132.0,0.0013592577270846876,0.0005691519635742744,50
20130544,5,5,30,30,24.0,0.00029549081023580166,0.0005691519635742744,1334
20130550,8,8,48,48,42.0,0.00047278529637728267,0.0005691519635742744,902
20130597,14,9,84,54,78.0,0.000531883458424443,0.0005691519635742744,787
20130613,18,9,108,54,102.0,0.000531883458424443,0.0005691519635742744,788
20130626,8,8,48,48,42.0,0.00047278529637728267,0.0005691519635742744,903
20130629,18,14,108,84,102.0,0.0008273742686602446,0.0005691519635742744,378
20130635,7,7,42,42,36.0,0.0004136871343301223,0.0005691519635742744,1037
20130656,7,7,42,42,36.0,0.0004136871343301223,0.0005691519635742744,1038
20130657,7,7,42,42,36.0,0.0004136871343301223,0.0005691519635742744,1039
20130658,6,5,36,30,30.0,0.00029549081023580166,0.0005691519635742744,1335
20130666,12,11,72,66,84.0,0.0006500797825187637,0.0005691519635742744,592
20130667,9,9,54,54,48.0,0.000531883458424443,0.0005691519635742744,789
20130669,9,6,54,36,48.0,0.000354588972282962,0.0005691519635742744,1184
20130681,5,5,30,30,24.0,0.00029549081023580166,0.0005691519635742744,1336
20130687,15,15,90,90,84.0,0.000886472430707405,0.0005691519635742744,296
20130706,17,17,102,102,96.0,0.0010046687548017257,0.0005691519635742744,201
20130711,26,22,156,132,150.0,0.0013001595650375274,0.0005691519635742744,64
20130718,19,17,114,102,114.0,0.0010046687548017257,0.0005691519635742744,202
20130729,7,7,42,42,36.0,0.0004136871343301223,0.0005691519635742744,1040
20130734,24,15,144,90,228.0,0.000886472430707405,0.0005691519635742744,297
20130741,14,14,84,84,78.0,0.0008273742686602446,0.0005691519635742744,379
20130743,5,5,30,30,24.0,0.00029549081023580166,0.0005691519635742744,1337
20130746,12,11,72,66,66.0,0.0006500797825187637,0.0005691519635742744,593
20130755,18,15,108,90,102.0,0.000886472430707405,0.0005691519635742744,298
20130767,11,10,66,60,60.0,0.0005909816204716033,0.0005691519635742744,680
20130776,6,6,36,36,30.0,0.000354588972282962,0.0005691519635742744,1185
20130777,29,18,174,108,168.0,0.001063766916848886,0.0005691519635742744,155
20130782,4,4,24,24,18.0,0.00023639264818864133,0.0005691519635742744,1486
20130783,7,7,42,42,36.0,0.0004136871343301223,0.0005691519635742744,1041
20130786,14,12,84,72,78.0,0.000709177944565924,0.0005691519635742744,503
20130790,10,7,60,42,54.0,0.0004136871343301223,0.0005691519635742744,1042
20130807,16,11,96,66,90.0,0.0006500797825187637,0.0005691519635742744,594
20130813,19,14,114,84,108.0,0.0008273742686602446,0.0005691519635742744,380
20130825,28,26,168,156,162.0,0.0015365522132261688,0.0005691519635742744,20
20130835,5,3,30,18,24.0,0.000177294486141481,0.0005691519635742744,1587
20130841,6,4,36,24,30.0,0.00023639264818864133,0.0005691519635742744,1487
20130850,6,6,36,36,30.0,0.000354588972282962,0.0005691519635742744,1186
20130853,13,7,78,42,72.0,0.0004136871343301223,0.0005691519635742744,1043
20130866,10,9,60,54,54.0,0.000531883458424443,0.0005691519635742744,790
20130878,23,23,138,138,144.0,0.0013592577270846876,0.0005691519635742744,51
20130902,8,1,48,6,42.0,5.9098162047160334e-05,0.0005691519635742744,1724
20130903,7,7,42,42,36.0,0.0004136871343301223,0.0005691519635742744,1044
20130909,9,6,54,36,48.0,0.000354588972282962,0.0005691519635742744,1187
20130910,16,12,96,72,90.0,0.000709177944565924,0.0005691519635742744,504
20130914,14,13,84,78,78.0,0.0007682761066130844,0.0005691519635742744,443
20130920,19,17,114,102,108.0,0.0010046687548017257,0.0005691519635742744,203
20130927,10,8,60,48,54.0,0.00047278529637728267,0.0005691519635742744,904
20130929,12,11,72,66,66.0,0.0006500797825187637,0.0005691519635742744,595
20130933,14,13,84,78,78.0,0.0007682761066130844,0.0005691519635742744,444
20130940,4,4,24,24,18.0,0.00023639264818864133,0.0005691519635742744,1488
20130948,6,6,36,36,30.0,0.000354588972282962,0.0005691519635742744,1188
20130952,11,9,66,54,60.0,0.000531883458424443,0.0005691519635742744,791
20130953,14,11,84,66,78.0,0.0006500797825187637,0.0005691519635742744,596
20130957,13,13,78,78,72.0,0.0007682761066130844,0.0005691519635742744,445
20130966,12,11,72,66,66.0,0.0006500797825187637,0.0005691519635742744,597
20130968,25,21,150,126,144.0,0.001241061402990367,0.0005691519635742744,78
20130977,20,5,120,30,114.0,0.00029549081023580166,0.0005691519635742744,1338
20130990,9,8,54,48,48.0,0.00047278529637728267,0.0005691519635742744,905
20130991,21,16,126,96,162.0,0.0009455705927545653,0.0005691519635742744,243
20131000,8,6,48,36,42.0,0.000354588972282962,0.0005691519635742744,1189
20131001,14,13,84,78,78.0,0.0007682761066130844,0.0005691519635742744,446
20131002,21,12,126,72,126.0,0.000709177944565924,0.0005691519635742744,505
20131017,12,9,72,54,66.0,0.000531883458424443,0.0005691519635742744,792
20131018,19,18,114,108,108.0,0.001063766916848886,0.0005691519635742744,156
20131021,6,6,36,36,30.0,0.000354588972282962,0.0005691519635742744,1190
20131029,7,7,42,42,36.0,0.0004136871343301223,0.0005691519635742744,1045
20131031,9,9,54,54,48.0,0.000531883458424443,0.0005691519635742744,793
20131038,16,5,96,30,96.0,0.00029549081023580166,0.0005691519635742744,1339
20131043,20,16,120,96,114.0,0.0009455705927545653,0.0005691519635742744,244
20131050,8,3,48,18,42.0,0.000177294486141481,0.0005691519635742744,1588
20131052,10,3,60,18,54.0,0.000177294486141481,0.0005691519635742744,1589
20131057,13,13,78,78,72.0,0.0007682761066130844,0.0005691519635742744,447
20131072,7,7,42,42,36.0,0.0004136871343301223,0.0005691519635742744,1046
20131083,15,15,90,90,84.0,0.000886472430707405,0.0005691519635742744,299
20131086,26,24,156,144,156.0,0.001418355889131848,0.0005691519635742744,38
20131096,21,16,126,96,120.0,0.0009455705927545653,0.0005691519635742744,245
20131099,14,9,84,54,78.0,0.000531883458424443,0.0005691519635742744,794
20131105,7,7,42,42,36.0,0.0004136871343301223,0.0005691519635742744,1047
20131115,9,0,54,0,48.0,0.0,0.0,1765
20131146,7,2,42,12,36.0,0.00011819632409432067,0.0005691519635742744,1667
20131147,12,1,72,6,66.0,5.9098162047160334e-05,0.0005691519635742744,1725
20131158,9,4,54,24,48.0,0.00023639264818864133,0.0005691519635742744,1489
20131161,14,11,84,66,78.0,0.0006500797825187637,0.0005691519635742744,598
20131163,10,9,60,54,54.0,0.000531883458424443,0.0005691519635742744,795
20140006,14,14,84,84,78.0,0.0008273742686602446,0.0005691519635742744,381
20140012,14,12,84,72,78.0,0.000709177944565924,0.0005691519635742744,506
20140018,20,14,120,84,114.0,0.0008273742686602446,0.0005691519635742744,382
20140027,16,2,96,12,90.0,0.00011819632409432067,0.0005691519635742744,1668
20140029,13,10,78,60,72.0,0.0005909816204716033,0.0005691519635742744,681
20140031,6,4,36,24,30.0,0.00023639264818864133,0.0005691519635742744,1490
20140041,23,18,138,108,132.0,0.001063766916848886,0.0005691519635742744,157
20140044,12,4,72,24,66.0,0.00023639264818864133,0.0005691519635742744,1491
20140045,24,18,144,108,138.0,0.001063766916848886,0.0005691519635742744,158
20140052,10,10,60,60,54.0,0.0005909816204716033,0.0005691519635742744,682
20140056,11,4,66,24,60.0,0.00023639264818864133,0.0005691519635742744,1492
20140060,11,5,66,30,60.0,0.00029549081023580166,0.0005691519635742744,1340
20140066,13,13,78,78,72.0,0.0007682761066130844,0.0005691519635742744,448
20140077,10,3,60,18,54.0,0.000177294486141481,0.0005691519635742744,1590
20140086,12,7,72,42,66.0,0.0004136871343301223,0.0005691519635742744,1048
20140089,21,16,126,96,120.0,0.0009455705927545653,0.0005691519635742744,246
20140090,13,4,78,24,72.0,0.00023639264818864133,0.0005691519635742744,1493
20140098,13,12,78,72,72.0,0.000709177944565924,0.0005691519635742744,507
20140104,14,10,84,60,78.0,0.0005909816204716033,0.0005691519635742744,683
20140108,8,7,48,42,42.0,0.0004136871343301223,0.0005691519635742744,1049
20140110,10,8,60,48,54.0,0.00047278529637728267,0.0005691519635742744,906
20140118,13,11,78,66,72.0,0.0006500797825187637,0.0005691519635742744,599
20140124,12,12,72,72,72.0,0.000709177944565924,0.0005691519635742744,508
20140133,14,10,84,60,78.0,0.0005909816204716033,0.0005691519635742744,684
20140139,19,14,114,84,108.0,0.0008273742686602446,0.0005691519635742744,383
20140150,8,6,48,36,42.0,0.000354588972282962,0.0005691519635742744,1191
20140156,20,19,120,114,114.0,0.0011228650788960464,0.0005691519635742744,127
20140162,13,3,78,18,72.0,0.000177294486141481,0.0005691519635742744,1591
20140174,13,11,78,66,72.0,0.0006500797825187637,0.0005691519635742744,600
20140178,22,14,132,84,132.0,0.0008273742686602446,0.0005691519635742744,384
20140181,8,6,48,36,42.0,0.000354588972282962,0.0005691519635742744,1192
20140185,5,5,30,30,24.0,0.00029549081023580166,0.0005691519635742744,1341
20140186,15,9,90,54,96.0,0.000531883458424443,0.0005691519635742744,796
20140191,6,2,36,12,30.0,0.00011819632409432067,0.0005691519635742744,1669
20140194,14,13,84,78,78.0,0.0007682761066130844,0.0005691519635742744,449
20140197,6,5,36,30,30.0,0.00029549081023580166,0.0005691519635742744,1342
20140201,14,14,84,84,78.0,0.0008273742686602446,0.0005691519635742744,385
20140207,21,19,126,114,120.0,0.0011228650788960464,0.0005691519635742744,128
20140243,6,0,36,0,30.0,0.0,0.0,1766
20140245,11,8,66,48,60.0,0.00047278529637728267,0.0005691519635742744,907
20140253,17,15,102,90,96.0,0.000886472430707405,0.0005691519635742744,300
20140284,26,26,156,156,150.0,0.0015365522132261688,0.0005691519635742744,21
20140300,6,1,36,6,30.0,5.9098162047160334e-05,0.0005691519635742744,1726
20140307,11,10,66,60,60.0,0.0005909816204716033,0.0005691519635742744,685
20140319,37,32,222,192,222.0,0.0018911411855091307,0.0005691519635742744,5
20140331,11,10,66,60,60.0,0.0005909816204716033,0.0005691519635742744,686
20140344,7,7,42,42,36.0,0.0004136871343301223,0.0005691519635742744,1050
20140345,17,7,102,42,96.0,0.0004136871343301223,0.0005691519635742744,1051
20140358,14,9,84,54,78.0,0.000531883458424443,0.0005691519635742744,797
20140363,5,4,30,24,24.0,0.00023639264818864133,0.0005691519635742744,1494
20140364,11,9,66,54,60.0,0.000531883458424443,0.0005691519635742744,798
20140367,24,6,144,36,144.0,0.000354588972282962,0.0005691519635742744,1193
20140368,9,8,54,48,48.0,0.00047278529637728267,0.0005691519635742744,908
20140374,6,3,36,18,30.0,0.000177294486141481,0.0005691519635742744,1592
20140379,24,16,144,96,144.0,0.0009455705927545653,0.0005691519635742744,247
20140385,15,12,90,72,84.0,0.000709177944565924,0.0005691519635742744,509
20140393,7,7,42,42,36.0,0.0004136871343301223,0.0005691519635742744,1052
20140404,6,1,36,6,30.0,5.9098162047160334e-05,0.0005691519635742744,1727
20140418,17,12,102,72,96.0,0.000709177944565924,0.0005691519635742744,510
20140421,11,7,66,42,60.0,0.0004136871343301223,0.0005691519635742744,1053
20140438,13,10,78,60,72.0,0.0005909816204716033,0.0005691519635742744,687
20140450,6,4,36,24,30.0,0.00023639264818864133,0.0005691519635742744,1495
