representation,bin_x_center_km,bin_y_center_km,eligible_states_total,states_with_spatial_support,evaluated_state_cells,q95_exceedance_cells,q95_state_normalized_mass,q95_probability_mass
centered,275.0,-175.0,23050,19064,88107,7344,18.354236602783203,0.0010847016237676144
centered,325.0,-175.0,23050,18904,86962,7376,16.006092071533203,0.000945930602028966
centered,375.0,-175.0,23050,18744,86411,7242,15.501203536987305,0.0009160926565527916
centered,425.0,-175.0,23050,18584,85388,6774,13.278237342834473,0.0007847194210626185
centered,475.0,-175.0,23050,18448,84486,6284,10.720002174377441,0.0006335324142128229
centered,525.0,-175.0,23050,18301,83786,5696,8.648040771484375,0.0005110832862555981
centered,575.0,-175.0,23050,18135,82958,5151,6.679080486297607,0.00039472136995755136
centered,625.0,-175.0,23050,17987,82244,4564,5.888219833374023,0.00034798297565430403
centered,675.0,-175.0,23050,17822,80850,4071,5.071408271789551,0.0002997108967974782
centered,725.0,-175.0,23050,17639,80136,3527,4.405087947845459,0.0002603325992822647
centered,775.0,-175.0,23050,17465,79134,2982,3.67120361328125,0.0002169613871956244
centered,825.0,-175.0,23050,17306,78319,2643,3.2467756271362305,0.0001918784691952169
centered,875.0,-175.0,23050,17140,77298,2351,3.59798264503479,0.0002126341569237411
centered,925.0,-175.0,23050,16955,76190,2080,4.0242791175842285,0.00023782749485690147
centered,975.0,-175.0,23050,16761,75152,1834,3.4376676082611084,0.0002031598414760083
centered,1025.0,-175.0,23050,16584,74147,1730,3.72043514251709,0.00021987088257446885
centered,1075.0,-175.0,23050,16428,52372,1175,3.513385534286499,0.00020763462816830724
centered,-1075.0,-125.0,23050,22577,89316,2765,14.187457084655762,0.0008384526590816677
centered,-1025.0,-125.0,23050,22472,104039,3327,11.678534507751465,0.0006901799351908267
centered,-975.0,-125.0,23050,22329,103229,3363,9.096766471862793,0.0005376021726988256
centered,-925.0,-125.0,23050,22200,102936,3527,6.917349815368652,0.00040880264714360237
centered,-875.0,-125.0,23050,22072,102237,3810,7.115723133087158,0.00042052616481669247
centered,-825.0,-125.0,23050,21957,101796,4200,7.240209579467773,0.00042788308928720653
centered,-775.0,-125.0,23050,21840,101326,4702,6.569497585296631,0.0003882452438119799
centered,-725.0,-125.0,23050,21732,100509,5363,7.0362548828125,0.00041582973790355027
centered,-675.0,-125.0,23050,21613,100447,6134,7.642706871032715,0.00045166994095779955
centered,-625.0,-125.0,23050,21491,99727,6910,7.867838382720947,0.0004649747861549258
centered,-575.0,-125.0,23050,21369,99117,7839,9.03034782409668,0.0005336769390851259
centered,-525.0,-125.0,23050,21235,98268,8845,11.768402099609375,0.0006954909185878932
centered,-475.0,-125.0,23050,21098,97724,9742,13.483598709106445,0.0007968558929860592
centered,-425.0,-125.0,23050,20978,97284,10646,14.798009872436523,0.0008745351806282997
centered,-375.0,-125.0,23050,20864,96877,11350,17.900020599365234,0.001057858346030116
centered,-325.0,-125.0,23050,20748,96698,11516,19.494739532470703,0.0011521033011376858
centered,-275.0,-125.0,23050,20620,95455,11071,19.218725204467773,0.0011357913026586175
centered,-225.0,-125.0,23050,20490,95127,10040,19.930442810058594,0.0011778525076806545
centered,-175.0,-125.0,23050,20341,93953,8093,17.380319595336914,0.0010271449573338032
centered,-125.0,-125.0,23050,20219,93379,6052,15.220248222351074,0.0008994886884465814
centered,-75.0,-125.0,23050,20082,92741,4412,12.789920806884766,0.0007558608194813132
centered,-25.0,-125.0,23050,19958,92335,3519,10.172243118286133,0.0006011608638800681
centered,25.0,-125.0,23050,19808,91234,3134,9.58956527709961,0.000566725677344948
centered,75.0,-125.0,23050,19667,90677,3480,12.166790962219238,0.0007190349861048162
centered,125.0,-125.0,23050,19533,89765,4305,15.78518009185791,0.0009328751475550234
centered,175.0,-125.0,23050,19397,89154,5450,15.614794731140137,0.0009228056878782809
centered,225.0,-125.0,23050,19241,88269,6616,17.18162727355957,0.0010154026094824076
centered,275.0,-125.0,23050,19091,87482,7632,19.756343841552734,0.0011675636051222682
centered,325.0,-125.0,23050,18930,86937,8029,18.29157829284668,0.0010809986852109432
centered,375.0,-125.0,23050,18773,86011,8043,16.416767120361328,0.0009702007519081235
centered,425.0,-125.0,23050,18622,85107,7490,13.308499336242676,0.0007865078514441848
centered,475.0,-125.0,23050,18477,84104,6955,12.626172065734863,0.0007461835630238056
centered,525.0,-125.0,23050,18336,83116,6190,9.079071998596191,0.0005365564720705152
centered,575.0,-125.0,23050,18170,82425,5370,6.7207231521606445,0.00039718238986097276
centered,625.0,-125.0,23050,18021,81682,4760,6.684082984924316,0.00039501700666733086
centered,675.0,-125.0,23050,17862,80941,4249,5.578900337219238,0.00032970274332910776
centered,725.0,-125.0,23050,17686,79537,3624,4.704754829406738,0.00027804236742667854
centered,775.0,-125.0,23050,17506,78731,3223,4.008630275726318,0.00023690267698839307
centered,825.0,-125.0,23050,17346,77881,2795,4.02032995223999,0.00023759411124046892
centered,875.0,-125.0,23050,17185,76877,2487,3.597280502319336,0.00021259266941342503
centered,925.0,-125.0,23050,16993,75945,2206,3.0915002822875977,0.00018270198779646307
centered,975.0,-125.0,23050,16797,74839,1931,3.235481023788452,0.00019121098739560694
centered,1025.0,-125.0,23050,16635,73922,1715,3.7380950450897217,0.00022091454593464732
centered,1075.0,-125.0,23050,16468,62460,1407,5.578681468963623,0.00032968982122838497
centered,-1075.0,-75.0,23050,22642,98640,3199,19.911540985107422,0.001176735502667725
centered,-1025.0,-75.0,23050,22505,103654,3515,10.7923002243042,0.0006378050893545151
centered,-975.0,-75.0,23050,22374,102861,3618,8.734039306640625,0.0005161656881682575
centered,-925.0,-75.0,23050,22255,102370,3840,7.359803676605225,0.00043495086720213294
centered,-875.0,-75.0,23050,22137,101788,4240,8.285163879394531,0.0004896379541605711
centered,-825.0,-75.0,23050,22009,101228,4608,8.091747283935547,0.0004782073956448585
centered,-775.0,-75.0,23050,21886,100734,5204,7.59795618057251,0.0004490252467803657
centered,-725.0,-75.0,23050,21771,100375,5942,7.7467145919799805,0.00045781658263877034
centered,-675.0,-75.0,23050,21644,99685,6905,8.694778442382812,0.0005138454143889248
centered,-625.0,-75.0,23050,21534,99327,7700,10.824593544006348,0.0006397136021405458
centered,-575.0,-75.0,23050,21410,98554,8903,12.211881637573242,0.0007216997328214347
centered,-525.0,-75.0,23050,21269,98157,9862,13.839208602905273,0.0008178717689588666
centered,-475.0,-75.0,23050,21141,97356,11037,16.136398315429688,0.0009536314755678177
centered,-425.0,-75.0,23050,21013,96933,12085,19.43423080444336,0.0011485273716971278
centered,-375.0,-75.0,23050,20903,96357,12706,19.9937801361084,0.001181595609523356
centered,-325.0,-75.0,23050,20780,95330,12605,23.48965835571289,0.0013881956692785025
centered,-275.0,-75.0,23050,20650,95021,11833,25.27153205871582,0.0014935011276975274
centered,-225.0,-75.0,23050,20516,94530,10311,21.728410720825195,0.0012841091956943274
centered,-175.0,-75.0,23050,20374,93651,8074,21.31122589111328,0.0012594542931765318
centered,-125.0,-75.0,23050,20249,93043,5612,15.302345275878906,0.0009043404716067016
centered,-75.0,-75.0,23050,20112,92434,3735,12.046796798706055,0.0007119435467757285
centered,-25.0,-75.0,23050,19994,91930,2996,10.17970085144043,0.0006016016122885048
centered,25.0,-75.0,23050,19844,90827,2792,10.79517650604248,0.0006379751139320433
centered,75.0,-75.0,23050,19697,90424,3294,10.429576873779297,0.0006163688376545906
centered,125.0,-75.0,23050,19562,89476,4351,11.571473121643066,0.0006838528206571937
centered,175.0,-75.0,23050,19428,88884,5791,18.919198989868164,0.0011180898873135448
centered,225.0,-75.0,23050,19274,87824,7148,20.540573120117188,0.0012139101745560765
centered,275.0,-75.0,23050,19124,86979,8145,25.03419303894043,0.0014794748276472092
centered,325.0,-75.0,23050,18968,86267,8659,20.900720596313477,0.0012351941550150514
centered,375.0,-75.0,23050,18817,85330,8513,18.36643409729004,0.0010854224674403667
centered,425.0,-75.0,23050,18658,84729,8152,16.369186401367188,0.0009673888562247157
centered,475.0,-75.0,23050,18521,83698,7528,14.4500732421875,0.0008539727423340082
centered,525.0,-75.0,23050,18357,83249,6729,9.957874298095703,0.0005884920828975737
centered,575.0,-75.0,23050,18208,81920,5882,8.33554458618164,0.0004926153924316168
centered,625.0,-75.0,23050,18060,81116,5056,7.000171184539795,0.0004136972420383245
centered,675.0,-75.0,23050,17893,80373,4352,5.136075973510742,0.00030353263719007373
centered,725.0,-75.0,23050,17718,79490,3776,4.257010459899902,0.0002515814849175513
centered,775.0,-75.0,23050,17541,78367,3285,4.240880012512207,0.0002506282180547714
centered,825.0,-75.0,23050,17389,77322,2884,3.874014377593994,0.00022894713038112968
centered,875.0,-75.0,23050,17231,76551,2495,3.3256032466888428,0.00019653704657685012
centered,925.0,-75.0,23050,17036,75428,2222,3.829972743988037,0.00022634434571955353
centered,975.0,-75.0,23050,16842,74570,1979,3.657010316848755,0.0002161225856980309
centered,1025.0,-75.0,23050,16670,73736,1795,4.3962082862854,0.00025980782811529934
centered,1075.0,-75.0,23050,16513,69175,1524,5.605536460876465,0.0003312769113108516
centered,-1075.0,-25.0,23050,22681,102962,3575,20.75650405883789,0.0012266712728887796
centered,-1025.0,-25.0,23050,22556,102929,3650,12.36172103881836,0.0007305549806915224
centered,-975.0,-25.0,23050,22430,102459,3830,9.14932918548584,0.0005407085409387946
centered,-925.0,-25.0,23050,22301,101854,4050,9.564224243164062,0.0005652280524373055
centered,-875.0,-25.0,23050,22175,101440,4421,8.210548400878906,0.00048522831639274955
centered,-825.0,-25.0,23050,22055,100898,5091,8.614556312561035,0.0005091044586151838
centered,-775.0,-25.0,23050,21945,100475,5795,7.611368179321289,0.0004498178604990244
centered,-725.0,-25.0,23050,21825,99950,6639,9.39856243133545,0.0005554377567023039
centered,-675.0,-25.0,23050,21700,99412,7458,9.309246063232422,0.0005501593113876879
centered,-625.0,-25.0,23050,21579,98785,8541,10.65841007232666,0.0006298924563452601
centered,-575.0,-25.0,23050,21448,98123,9725,13.566003799438477,0.0008017258951440454
centered,-525.0,-25.0,23050,21301,97505,11024,15.254149436950684,0.0009014921961352229
centered,-475.0,-25.0,23050,21169,96740,12297,18.51621437072754,0.0010942742228507996
centered,-425.0,-25.0,23050,21042,96458,13346,23.702804565429688,0.0014007921563461423
centered,-375.0,-25.0,23050,20932,95915,13966,25.374454498291016,0.001499583595432341
centered,-325.0,-25.0,23050,20810,95132,13630,26.210041046142578,0.0015489652287214994
centered,-275.0,-25.0,23050,20682,94598,12698,26.97100830078125,0.0015939370496198535
centered,-225.0,-25.0,23050,20544,93894,11018,25.68012237548828,0.0015176479937508702
centered,-175.0,-25.0,23050,20409,93067,8348,21.659353256225586,0.0012800280237570405
centered,-125.0,-25.0,23050,20285,92608,5629,15.818352699279785,0.000934835581574589
centered,-75.0,-25.0,23050,20146,91861,3953,11.31892204284668,0.0006689275032840669
centered,-25.0,-25.0,23050,20027,91174,3169,8.426109313964844,0.0004979675868526101
centered,25.0,-25.0,23050,19879,90171,3236,8.382397651672363,0.0004953842726536095
centered,75.0,-25.0,23050,19733,89746,4045,12.25280475616455,0.0007241182611323893
centered,125.0,-25.0,23050,19600,89124,5214,11.762519836425781,0.000695143302436918
centered,175.0,-25.0,23050,19463,88142,6765,18.99860382080078,0.0011227825889363885
centered,225.0,-25.0,23050,19309,87635,8142,22.844980239868164,0.0013500963104888797
centered,275.0,-25.0,23050,19159,86743,8977,25.215831756591797,0.001490209368057549
centered,325.0,-25.0,23050,19000,85773,9351,24.54254150390625,0.00145041907671839
centered,375.0,-25.0,23050,18844,84892,9205,20.038198471069336,0.0011842206586152315
centered,425.0,-25.0,23050,18687,84087,8623,19.56479263305664,0.0011562432628124952
centered,475.0,-25.0,23050,18543,83331,7985,15.256284713745117,0.0009016183903440833
centered,525.0,-25.0,23050,18384,82401,7183,12.511444091796875,0.0007394033600576222
centered,575.0,-25.0,23050,18237,81677,6296,9.766447067260742,0.0005771790747530758
centered,625.0,-25.0,23050,18088,80628,5510,7.845125198364258,0.0004636324883904308
centered,675.0,-25.0,23050,17934,80021,4668,5.851566314697266,0.0003458168066572398
centered,725.0,-25.0,23050,17765,79045,3850,4.464723587036133,0.00026385695673525333
centered,775.0,-25.0,23050,17590,78058,3368,4.037388324737549,0.0002386022242717445
centered,825.0,-25.0,23050,17430,77285,2987,3.3224596977233887,0.00019635126227512956
centered,875.0,-25.0,23050,17256,76083,2614,3.3557629585266113,0.0001983194233616814
centered,925.0,-25.0,23050,17077,75272,2225,2.9360032081604004,0.0001735123951220885
centered,975.0,-25.0,23050,16890,73964,1994,3.8215506076812744,0.00022584661201108247
centered,1025.0,-25.0,23050,16720,73237,1755,3.837076425552368,0.00022676416847389191
centered,1075.0,-25.0,23050,16546,72094,1611,4.73154354095459,0.0002796255284920335
centered,-1075.0,25.0,23050,22706,102054,3688,20.048337936401367,0.0011848199646919966
centered,-1025.0,25.0,23050,22575,102285,3793,13.766403198242188,0.000813569116871804
centered,-975.0,25.0,23050,22450,101882,4095,9.912036895751953,0.0005857831565663218
centered,-925.0,25.0,23050,22329,101720,4370,9.378521919250488,0.0005542534054256976
centered,-875.0,25.0,23050,22217,100905,4767,9.261157989501953,0.0005473174387589097
centered,-825.0,25.0,23050,22104,100547,5540,8.200052261352539,0.0004846080264542252
centered,-775.0,25.0,23050,21987,99963,6225,9.736349105834961,0.0005754003650508821
centered,-725.0,25.0,23050,21858,99601,7233,10.347271919250488,0.0006115047726780176
centered,-675.0,25.0,23050,21736,98891,8160,10.821654319763184,0.0006395398522727191
centered,-625.0,25.0,23050,21615,98041,9455,13.277904510498047,0.0007846997468732297
centered,-575.0,25.0,23050,21499,97666,10590,14.812261581420898,0.0008753774454817176
centered,-525.0,25.0,23050,21349,97091,12077,17.716081619262695,0.0010469878325238824
centered,-475.0,25.0,23050,21211,96634,13297,20.735591888427734,0.001225435407832265
centered,-425.0,25.0,23050,21096,95899,14228,23.033510208129883,0.0013612380716949701
centered,-375.0,25.0,23050,20959,95227,14782,25.304994583129883,0.0014954786747694016
centered,-325.0,25.0,23050,20841,94324,14669,28.077611923217773,0.0016593352193012834
centered,-275.0,25.0,23050,20709,93770,13739,28.05887222290039,0.0016582277603447437
centered,-225.0,25.0,23050,20572,93427,11971,27.902206420898438,0.0016489691333845258
centered,-175.0,25.0,23050,20435,92417,9336,23.935001373291016,0.0014145146124064922
centered,-125.0,25.0,23050,20302,91865,6911,17.330280303955078,0.0010241876589134336
centered,-75.0,25.0,23050,20167,91180,5187,12.592259407043457,0.000744179415050894
centered,-25.0,25.0,23050,20045,90536,4437,10.39928913116455,0.0006145788938738406
centered,25.0,25.0,23050,19898,89523,4625,10.377687454223633,0.0006133022834546864
centered,75.0,25.0,23050,19753,89071,5600,11.776358604431152,0.0006959611200727522
centered,125.0,25.0,23050,19619,88304,6883,16.880693435668945,0.0009976179571822286
centered,175.0,25.0,23050,19487,87618,8305,23.20145034790039,0.0013711630599573255
centered,225.0,25.0,23050,19334,86881,9303,26.325836181640625,0.001555808586999774
centered,275.0,25.0,23050,19183,86175,10022,27.756526947021484,0.0016403597546741366
centered,325.0,25.0,23050,19031,85342,10217,25.022518157958984,0.001478784834034741
centered,375.0,25.0,23050,18883,84331,9809,20.887859344482422,0.0012344340793788433
centered,425.0,25.0,23050,18726,83535,9077,15.991347312927246,0.0009450592333450913
centered,475.0,25.0,23050,18579,83004,8411,13.445250511169434,0.0007945895777083933
centered,525.0,25.0,23050,18429,82146,7336,11.876091003417969,0.000701855169609189
centered,575.0,25.0,23050,18277,81295,6415,8.956653594970703,0.0005293217836879194
centered,625.0,25.0,23050,18122,80410,5681,7.186285018920898,0.00042469624895602465
centered,675.0,25.0,23050,17964,79301,4853,5.93648624420166,0.00035083541297353804
centered,725.0,25.0,23050,17797,78863,4097,5.169136047363281,0.0003054864355362952
centered,775.0,25.0,23050,17632,77767,3493,4.199382305145264,0.00024817578378133476
centered,825.0,25.0,23050,17469,76827,3103,3.629596471786499,0.00021450247731991112
centered,875.0,25.0,23050,17299,75940,2686,3.4146242141723633,0.0002017980150412768
centered,925.0,25.0,23050,17120,74873,2371,3.127815008163452,0.00018484811880625784
centered,975.0,25.0,23050,16927,74027,2000,3.9043712615966797,0.0002307411632500589
centered,1025.0,25.0,23050,16747,72660,1789,3.5363035202026367,0.00020898903312627226
centered,1075.0,25.0,23050,16583,71295,1664,4.542758464813232,0.000268468662397936
centered,-1075.0,75.0,23050,22710,96599,3627,16.167898178100586,0.0009554930729791522
centered,-1025.0,75.0,23050,22584,101904,3999,13.06008529663086,0.0007718270644545555
centered,-975.0,75.0,23050,22472,101596,4271,9.777986526489258,0.000577861035708338
centered,-925.0,75.0,23050,22350,100715,4588,9.12082576751709,0.0005390240112319589
centered,-875.0,75.0,23050,22238,100496,5141,8.750736236572266,0.0005171524244360626
centered,-825.0,75.0,23050,22127,100002,5757,9.899497985839844,0.0005850421148352325
centered,-775.0,75.0,23050,22014,99704,6687,8.979970932006836,0.0005306997918523848
centered,-725.0,75.0,23050,21894,98689,7685,10.425722122192383,0.0006161410128697753
centered,-675.0,75.0,23050,21766,98155,8681,13.601385116577148,0.0008038168889470398
centered,-625.0,75.0,23050,21654,97967,10114,14.176533699035645,0.0008378070779144764
centered,-575.0,75.0,23050,21525,97371,11358,16.94271469116211,0.0010012832935899496
centered,-525.0,75.0,23050,21376,96569,12935,19.4325008392334,0.001148425042629242
centered,-475.0,75.0,23050,21236,95897,14169,22.164548873901367,0.0013098841300234199
centered,-425.0,75.0,23050,21124,95278,15211,26.446853637695312,0.00156296044588089
centered,-375.0,75.0,23050,20989,94588,15738,29.546995162963867,0.0017461731331422925
centered,-325.0,75.0,23050,20873,94072,15784,29.2142391204834,0.0017265077913179994
centered,-275.0,75.0,23050,20738,93564,14957,34.500972747802734,0.00203894404694438
centered,-225.0,75.0,23050,20607,92868,13058,30.313552856445312,0.0017914752243086696
centered,-175.0,75.0,23050,20472,92089,10994,24.854415893554688,0.0014688502997159958
centered,-125.0,75.0,23050,20339,91985,9036,20.204648971557617,0.0011940576368942857
centered,-75.0,75.0,23050,20205,91059,7540,15.917021751403809,0.0009406667086295784
centered,-25.0,75.0,23050,20083,90524,6715,15.704520225524902,0.0009281082893721759
centered,25.0,75.0,23050,19935,89464,6942,15.510876655578613,0.0009166643139906228
centered,75.0,75.0,23050,19790,88991,8044,19.35603141784668,0.0011439059162512422
centered,125.0,75.0,23050,19658,88538,9208,25.084583282470703,0.0014824527315795422
centered,175.0,75.0,23050,19527,87368,10256,27.625852584838867,0.0016326371114701033
centered,225.0,75.0,23050,19373,86497,10571,28.101118087768555,0.0016607244033366442
centered,275.0,75.0,23050,19218,85734,10986,26.662221908569336,0.0015756883658468723
centered,325.0,75.0,23050,19065,84804,11022,24.70665740966797,0.0014601179864257574
centered,375.0,75.0,23050,18915,84032,10422,21.2596435546875,0.0012564058415591717
centered,425.0,75.0,23050,18758,83246,9631,17.57027816772461,0.0010383711196482182
centered,475.0,75.0,23050,18605,82314,8702,13.798531532287598,0.0008154678507708013
centered,525.0,75.0,23050,18452,81530,7597,13.841285705566406,0.0008179945289157331
centered,575.0,75.0,23050,18307,80996,6595,8.850317001342773,0.0005230374517850578
centered,625.0,75.0,23050,18161,80275,5661,6.995100498199463,0.00041339758899994195
centered,675.0,75.0,23050,17999,78899,4939,6.398889064788818,0.00037816257099621
centered,725.0,75.0,23050,17835,78170,4257,5.337629318237305,0.00031544407829642296
centered,775.0,75.0,23050,17672,77591,3772,4.472787380218506,0.0002643335028551519
centered,825.0,75.0,23050,17496,76464,3147,4.005082130432129,0.00023669299844186753
centered,875.0,75.0,23050,17335,75716,2746,3.6739590167999268,0.00021712422312702984
centered,925.0,75.0,23050,17157,74580,2440,4.304494857788086,0.00025438773445785046
centered,975.0,75.0,23050,16968,73679,2149,4.271761894226074,0.00025245329015888274
centered,1025.0,75.0,23050,16773,72751,1935,3.7632274627685547,0.00022239983081817627
centered,1075.0,75.0,23050,16624,67676,1685,4.432703971862793,0.00026196465478278697
centered,-1075.0,125.0,23050,22717,86945,3436,16.149599075317383,0.0009544116328470409
centered,-1025.0,125.0,23050,22603,101490,4267,13.907727241516113,0.0008219211013056338
centered,-975.0,125.0,23050,22489,100720,4491,11.12756061553955,0.0006576183950528502
centered,-925.0,125.0,23050,22378,100349,4897,11.557497024536133,0.0006830268539488316
centered,-875.0,125.0,23050,22251,99853,5409,9.508118629455566,0.0005619123112410307
centered,-825.0,125.0,23050,22141,99464,6153,10.851656913757324,0.0006413129740394652
centered,-775.0,125.0,23050,22036,98761,6964,10.723593711853027,0.0006337446975521743
centered,-725.0,125.0,23050,21921,98420,7968,11.09139347076416,0.0006554809515364468
centered,-675.0,125.0,23050,21794,97886,9353,12.510945320129395,0.0007393738487735391
centered,-625.0,125.0,23050,21676,97468,10550,14.943385124206543,0.0008831265731714666
centered,-575.0,125.0,23050,21541,96689,12099,17.512096405029297,0.0010349326767027378
centered,-525.0,125.0,23050,21403,95751,13368,19.959346771240234,0.0011795606696978211
centered,-475.0,125.0,23050,21268,95449,14656,24.521963119506836,0.0014492030022665858
centered,-425.0,125.0,23050,21157,94693,15950,28.208415985107422,0.0016670655459165573
centered,-375.0,125.0,23050,21022,94479,16795,32.250892639160156,0.0019059685291722417
centered,-325.0,125.0,23050,20899,93720,16708,33.973384857177734,0.002007764531299472
centered,-275.0,125.0,23050,20764,93041,16091,32.24081039428711,0.0019053725991398096
centered,-225.0,125.0,23050,20631,92150,14616,30.10717010498047,0.0017792783910408616
centered,-175.0,125.0,23050,20498,91465,12962,29.294748306274414,0.001731265801936388
centered,-125.0,125.0,23050,20367,91174,11510,27.0574951171875,0.001599048264324665
centered,-75.0,125.0,23050,20233,90236,10390,21.15122413635254,0.001249998458661139
centered,-25.0,125.0,23050,20109,89839,9902,20.175100326538086,0.0011923112906515598
centered,25.0,125.0,23050,19963,88738,9977,21.250699996948242,0.0012558773159980774
centered,75.0,125.0,23050,19817,88296,10780,24.152725219726562,0.0014273816486820579
centered,125.0,125.0,23050,19688,87697,11334,28.063674926757812,0.0016585115808993578
centered,175.0,125.0,23050,19559,86682,11805,28.94251251220703,0.0017104493454098701
centered,225.0,125.0,23050,19401,86071,11921,28.62215232849121,0.001691516605205834
centered,275.0,125.0,23050,19247,85347,12072,28.8664493560791,0.0017059540841728449
centered,325.0,125.0,23050,19098,84473,11610,25.228641510009766,0.0014909663004800677
centered,375.0,125.0,23050,18945,83987,10942,20.548871994018555,0.0012144005158916116
centered,425.0,125.0,23050,18794,82959,9930,17.47928237915039,0.0010329934302717447
centered,475.0,125.0,23050,18639,82112,8922,14.525867462158203,0.0008584520546719432
centered,525.0,125.0,23050,18483,80913,7917,12.527216911315918,0.0007403354975394905
centered,575.0,125.0,23050,18343,80353,6731,8.682268142700195,0.000513106060680002
centered,625.0,125.0,23050,18188,79721,5790,7.1908087730407715,0.00042496356763876975
centered,675.0,125.0,23050,18024,79015,4981,6.019333362579346,0.00035573155037127435
centered,725.0,125.0,23050,17866,77743,4307,5.789619445800781,0.0003421558649279177
centered,775.0,125.0,23050,17694,76770,3737,4.374585151672363,0.0002585299371276051
centered,825.0,125.0,23050,17529,76254,3204,3.9716031551361084,0.00023471444728784263
centered,875.0,125.0,23050,17365,75207,2694,3.332808494567871,0.00019696285016834736
centered,925.0,125.0,23050,17194,74359,2397,2.8974013328552246,0.00017123109137173742
centered,975.0,125.0,23050,17004,73277,2204,3.529680013656616,0.00020859760115854442
centered,1025.0,125.0,23050,16812,72521,1995,3.95485520362854,0.0002337246696697548
centered,1075.0,125.0,23050,16662,61367,1584,4.023828506469727,0.00023780086485203356
centered,-1075.0,175.0,23050,22713,72772,3015,14.117149353027344,0.0008342975634150207
centered,-1025.0,175.0,23050,22630,100729,4238,13.185773849487305,0.000779255002271384
centered,-975.0,175.0,23050,22512,100079,4585,10.734408378601074,0.0006343838176690042
centered,-925.0,175.0,23050,22398,99694,5073,11.404780387878418,0.0006740015815012157
centered,-875.0,175.0,23050,22274,99340,5688,10.81629467010498,0.000639223144389689
centered,-825.0,175.0,23050,22153,98750,6389,11.022256851196289,0.0006513951229862869
centered,-775.0,175.0,23050,22054,98223,7251,11.239263534545898,0.0006642198422923684
centered,-725.0,175.0,23050,21934,97893,8305,12.995465278625488,0.0007680081180296838
centered,-675.0,175.0,23050,21815,97400,9723,13.412053108215332,0.0007926276884973049
centered,-625.0,175.0,23050,21697,96669,10896,16.145387649536133,0.0009541627368889749
centered,-575.0,175.0,23050,21562,96046,12318,20.896495819091797,0.0012349444441497326
centered,-525.0,175.0,23050,21429,95656,13666,21.673368453979492,0.0012808562023565173
centered,-475.0,175.0,23050,21295,94980,15125,26.627466201782227,0.001573634333908558
centered,-425.0,175.0,23050,21178,94502,16478,28.575035095214844,0.0016887320671230555
centered,-375.0,175.0,23050,21044,93345,16925,29.466856002807617,0.0017414370086044073
centered,-325.0,175.0,23050,20921,93058,17183,31.6494197845459,0.001870422507636249
centered,-275.0,175.0,23050,20782,92570,16759,33.479068756103516,0.0019785515032708645
centered,-225.0,175.0,23050,20652,91638,15763,33.54752731323242,0.001982597168534994
centered,-175.0,175.0,23050,20526,91311,14670,32.938087463378906,0.0019465804798528552
centered,-125.0,175.0,23050,20394,90742,13888,30.718372344970703,0.0018153993878513575
centered,-75.0,175.0,23050,20258,90056,13118,28.052595138549805,0.0016578568611294031
centered,-25.0,175.0,23050,20132,89488,12752,28.267805099487305,0.0016705753514543176
centered,25.0,175.0,23050,19989,88476,12859,28.216751098632812,0.001667558099143207
centered,75.0,175.0,23050,19842,88129,13177,30.689393997192383,0.0018136868020519614
centered,125.0,175.0,23050,19717,87340,13332,30.478778839111328,0.0018012397922575474
centered,175.0,175.0,23050,19586,86502,13359,30.749406814575195,0.001817233394831419
centered,225.0,175.0,23050,19422,85793,13240,30.76519203186035,0.00181816634722054
centered,275.0,175.0,23050,19269,84701,12902,30.291793823242188,0.0017901893006637692
centered,325.0,175.0,23050,19123,83966,12197,26.082433700561523,0.0015414238441735506
centered,375.0,175.0,23050,18963,83280,11256,21.74997901916504,0.0012853838270530105
centered,425.0,175.0,23050,18817,82448,10209,18.332717895507812,0.001083429902791977
centered,475.0,175.0,23050,18663,81575,9041,13.219108581542969,0.0007812250405550003
centered,525.0,175.0,23050,18509,81088,8013,10.902679443359375,0.0006443283054977655
centered,575.0,175.0,23050,18369,79795,6973,9.024807929992676,0.0005333495792001486
centered,625.0,175.0,23050,18218,79274,5894,7.178393363952637,0.0004242298600729555
centered,675.0,175.0,23050,18055,78477,5060,6.976181983947754,0.00041227953624911606
centered,725.0,175.0,23050,17893,77643,4293,4.770890235900879,0.00028195083723403513
centered,775.0,175.0,23050,17723,76636,3611,4.068867206573486,0.00024046257021836936
centered,825.0,175.0,23050,17554,75679,3130,4.017430305480957,0.00023742274788673967
centered,875.0,175.0,23050,17397,74917,2717,3.4871702194213867,0.00020608534396160394
centered,925.0,175.0,23050,17236,73956,2372,2.9293675422668457,0.00017312023555859923
centered,975.0,175.0,23050,17052,73013,2126,3.925647258758545,0.00023199853603728116
centered,1025.0,175.0,23050,16866,72053,2036,4.0274152755737305,0.00023801284260116518
centered,1075.0,175.0,23050,16698,51315,1391,4.301680088043213,0.00025422137696295977
centered,-1075.0,225.0,23050,22702,53563,2246,13.642181396484375,0.0008062278502620757
centered,-1025.0,225.0,23050,22640,99772,4426,15.419586181640625,0.0009112692205235362
centered,-975.0,225.0,23050,22519,99663,4772,11.297223091125488,0.0006676451303064823
centered,-925.0,225.0,23050,22421,99306,5250,11.539637565612793,0.0006819713744334877
centered,-875.0,225.0,23050,22311,98659,5782,10.468284606933594,0.0006186563987284899
centered,-825.0,225.0,23050,22190,98316,6525,10.398308753967285,0.0006145209190435708
