representation,bin_x_center_km,bin_y_center_km,eligible_states_total,states_with_spatial_support,evaluated_state_cells,q95_exceedance_cells,q95_state_normalized_mass,q95_probability_mass
centered,475.0,-725.0,23050,17894,89081,1597,2.031372308731079,0.00012005036842310801
centered,525.0,-725.0,23050,17743,87829,1671,2.3900437355041504,0.00014124719018582255
centered,575.0,-725.0,23050,17596,86775,1699,2.9621119499206543,0.00017505537834949791
centered,625.0,-725.0,23050,17437,86029,1760,3.0517826080322266,0.00018035474931821227
centered,675.0,-725.0,23050,17242,85008,1705,2.9753379821777344,0.00017583700537215918
centered,725.0,-725.0,23050,17061,83718,1724,3.8188793659210205,0.00022568875283468515
centered,775.0,-725.0,23050,16921,82957,1733,5.572061061859131,0.0003292985784355551
centered,825.0,-725.0,23050,16721,44120,950,2.6698107719421387,0.00015778091619722545
centered,875.0,-725.0,23050,0,0,0,0.0,0.0
centered,925.0,-725.0,23050,0,0,0,0.0,0.0
centered,975.0,-725.0,23050,0,0,0,0.0,0.0
centered,1025.0,-725.0,23050,0,0,0,0.0,0.0
centered,1075.0,-725.0,23050,0,0,0,0.0,0.0
centered,-1075.0,-675.0,23050,0,0,0,0.0,0.0
centered,-1025.0,-675.0,23050,0,0,0,0.0,0.0
centered,-975.0,-675.0,23050,0,0,0,0.0,0.0
centered,-925.0,-675.0,23050,0,0,0,0.0,0.0
centered,-875.0,-675.0,23050,21242,39638,937,5.775861740112305,0.0003413428203202784
centered,-825.0,-675.0,23050,21435,107231,2590,13.83067798614502,0.0008173676324076951
centered,-775.0,-675.0,23050,21315,107039,2393,9.441512107849121,0.0005579760181717575
centered,-725.0,-675.0,23050,21192,106276,2155,6.627945423126221,0.00039169940282590687
centered,-675.0,-675.0,23050,21081,105762,2034,5.514026165008545,0.00032586880843155086
centered,-625.0,-675.0,23050,20972,104979,1839,4.0722737312316895,0.00024066389596555382
centered,-575.0,-675.0,23050,20841,104661,1762,3.0714993476867676,0.0001815199648262933
centered,-525.0,-675.0,23050,20724,104286,1732,2.4376559257507324,0.00014406099217012525
